,plant_name,agent,basin,capacity,start_time,plant_id,phase,type,primary,auction,geometry
1898,Pirapora 2,100% para PIRAPORA II ENERGIAS RENOVAVEIS S.A. (PIE),,31.0,2016-05-18,UFV.RS.MG.033185-6,operation,solar_pv,,,POINT (-4995300.993791121 -1937921.7681977805)
1899,Guimarania 1,100% para GUIMARANIA I SOLAR SPE S.A. (PIE),,31.0,2018-12-12,UFV.RS.MG.034073-1,operation,solar_pv,,,POINT (-5195780.460614974 -2095518.6057477095)
1900,Guimarania 2,100% para GUIMARANIA II SOLAR SPE S.A. (PIE),,31.0,2018-12-12,UFV.RS.MG.034074-0,operation,solar_pv,,,POINT (-5197575.823143597 -2094655.5679994882)
1901,Paracatu 1,100% para ENGIE SOLAR PARACATU I GERACAO CENTRALIZADA SPE S.A. (PIE),,33.0,2019-01-09,UFV.RS.MG.033999-7,operation,solar_pv,,,POINT (-5241940.679452437 -1916189.2760036439)
1902,Paracatu 2,100% para SOLAIRE PARACATU II ENERGIA SOLAR SPE S.A. (PIE),,33.0,2019-02-09,UFV.RS.MG.034000-6,operation,solar_pv,,,POINT (-5242279.762406259 -1916937.0129194853)
1903,Paracatu 3,100% para SOLAIRE PARACATU III ENERGIA SOLAR SPE S.A (PIE),,33.0,2019-01-09,UFV.RS.MG.033990-3,operation,solar_pv,,,POINT (-5242279.762406259 -1916937.0129194853)
1904,Paracatu 4,100% para SOLAIRE PARACATU IV ENERGIA SOLAR SPE S.A (PIE),,33.0,2019-01-09,UFV.RS.MG.033991-1,operation,solar_pv,,,POINT (-5241692.105367207 -1917350.4224501532)
1905,Apodi I,100% para APODI I ENERGIA SPE S/A (PIE),,33.0,2018-11-28,UFV.RS.CE.033917-2,operation,solar_pv,,,POINT (-4206378.20506819 -561199.2504325653)
1906,Apodi II,100% para APODI II ENERGIA SPE S/A (PIE),,33.0,2018-11-28,UFV.RS.CE.033918-0,operation,solar_pv,,,POINT (-4206763.538153488 -562400.1237997176)
1907,Apodi III,100% para APODI III ENERGIA SPE S/A (PIE),,33.0,2018-11-28,UFV.RS.CE.033919-9,operation,solar_pv,,,POINT (-4207083.391778472 -561551.9513223334)
1908,Apodi IV,100% para APODI IV ENERGIA SPE S/A (PIE),,33.0,2018-11-28,UFV.RS.CE.033920-2,operation,solar_pv,,,POINT (-4207562.424705559 -561495.4496676296)
1909,Juazeiro Solar I,100% para CENTRAL FOTOVOLTAICA JUAZEIRO SOLAR I SPE LTDA (PIE),,30.0,2018-12-12,UFV.RS.BA.033928-8,operation,solar_pv,,,POINT (-4507086.739115641 -1061086.650144511)
1910,Juazeiro Solar II,100% para CENTRAL FOTOVOLTAICA JUAZEIRO SOLAR II SPE LTDA. (PIE),,30.0,2018-12-18,UFV.RS.BA.033929-6,operation,solar_pv,,,POINT (-4507086.739115641 -1061086.650144511)
1911,Juazeiro Solar III,100% para CENTRAL FOTOVOLTAICA JUAZEIRO SOLAR III SPE LTDA (PIE),,30.0,2018-12-13,UFV.RS.BA.033930-0,operation,solar_pv,,,POINT (-4507086.739115641 -1061086.650144511)
1912,Juazeiro Solar IV,100% para CENTRAL FOTOVOLTAICA JUAZEIRO SOLAR IV SPE LTDA (PIE),,30.0,2018-12-19,UFV.RS.BA.033931-8,operation,solar_pv,,,POINT (-4507086.739115641 -1061086.650144511)
1913,Brisas Suaves,100% para UFV BRISAS SUAVES SPE LTDA (PIE),,5.0,2020-03-10,UFV.RS.SP.034107-0,operation,solar_pv,,,POINT (-5568147.503693684 -2277916.4983323775)
1914,Água Vermelha IV,100% para AGV SOLAR IV GERADORA DE ENERGIA S.A. (PIE),,15.2,2019-11-29,UFV.RS.SP.034206-8,operation,solar_pv,,,POINT (-5608502.015790774 -2213476.2631239365)
1915,Água Vermelha V,100% para AGV SOLAR V GERADORA DE ENERGIA S.A. (PIE),,30.4,2019-11-29,UFV.RS.SP.034207-6,operation,solar_pv,,,POINT (-5608021.856978354 -2212536.060819764)
1916,Água Vermelha VI,100% para AGV SOLAR VI GERADORA DE ENERGIA S.A. (PIE),,30.4,2019-11-29,UFV.RS.SP.034208-4,operation,solar_pv,,,POINT (-5608144.977559685 -2211501.39023536)
1917,Sertão Solar Barreiras I,100% para SOLAR BARREIRAS I ENERGIA SPE LTDA (PIE),,23.66,2019-11-29,UFV.RS.BA.033469-3,operation,solar_pv,,,POINT (-5017397.276411375 -1339407.020976286)
1918,Sertão Solar Barreiras II,100% para SOLAR BARREIRAS II ENERGIA SPE LTDA (PIE),,23.66,2019-11-29,UFV.RS.BA.033470-7,operation,solar_pv,,,POINT (-5017238.837606515 -1339725.1793167396)
1919,Sertão Solar Barreiras III,100% para SOLAR BARREIRAS III ENERGIA SPE LTDA (PIE),,23.66,2019-11-29,UFV.RS.BA.033471-5,operation,solar_pv,,,POINT (-5017081.425612642 -1340072.5308596983)
1920,Sertão Solar Barreiras IV,100% para SOLAR BARREIRAS IV ENERGIA SPE LTDA (PIE),,23.66,2019-11-29,UFV.RS.BA.033473-1,operation,solar_pv,,,POINT (-5017167.658031669 -1341315.785560737)
1921,São Gonçalo 10,100% para ENEL GREEN POWER SAO GONCALO 10 S.A. (PIE),,50.0,2020-05-01,UFV.RS.PI.037577-2,operation,solar_pv,,,POINT (-5041361.029317011 -1125544.3849995404)
1922,São Gonçalo 21,100% para ENEL GREEN POWER SÃO GONÇALO 21 S.A. (PIE),,50.0,2020-02-22,UFV.RS.PI.037588-8,operation,solar_pv,,,POINT (-5039258.839324944 -1125604.5541861916)
1923,São Gonçalo 22,100% para ENEL GREEN POWER SÃO GONÇALO 22 S.A. (PIE),,50.0,2020-02-28,UFV.RS.PI.037589-6,operation,solar_pv,,,POINT (-5038756.757363329 -1125427.759576538)
1924,São Gonçalo 1,100% para ENEL GREEN POWER SÃO GONÇALO 1 S.A. (PIE),,45.68,2020-02-22,UFV.RS.PI.033841-9,operation,solar_pv,,,POINT (-5043063.172904048 -1125796.5786380188)
1925,São Gonçalo 2,100% para ENEL GREEN POWER SÃO GONÇALO 2 S.A. (PIE),,50.0,2020-02-22,UFV.RS.PI.033842-7,operation,solar_pv,,,POINT (-5043064.644881674 -1127368.218489813)
1926,São Gonçalo 3,100% para ENEL GREEN POWER SAO GONCALO 3 S.A. (PIE),,45.68,2020-04-02,UFV.RS.PI.033843-5,operation,solar_pv,,,POINT (-5042482.781354205 -1127770.4691320877)
1927,São Gonçalo 4,100% para ENEL GREEN POWER SAO GONCALO 4 S.A. (PIE),,50.0,2020-05-21,UFV.RS.PI.033844-3,operation,solar_pv,,,POINT (-5042431.922818447 -1126608.648200785)
1928,ETESA17 São João do Piauí I,100% para CELEO SÃO JOÃO DO PIAUÍ FV VI S.A. (PIE),,31.878,2020-04-15,UFV.RS.PI.034790-6,operation,solar_pv,,,POINT (-4693623.75708951 -921562.3787492508)
1929,ETESA 20 São João do Piauí IV,100% para CELEO SÃO JOÃO DO PIAUÍ FV III S.A. (PIE),,32.164,2020-04-15,UFV.RS.PI.034787-6,operation,solar_pv,,,POINT (-4691316.297629954 -920215.347232154)
1930,ETESA 18 São João do Piauí II,100% para CELEO SÃO JOÃO DO PIAUÍ FV I S.A. (PIE),,32.164,2020-04-15,UFV.RS.PI.034785-0,operation,solar_pv,,,POINT (-4692357.389122593 -921737.4106147677)
1931,ETESA 21 São João do Piauí V,100% para CELEO SÃO JOÃO DO PIAUÍ FV IV S.A. (PIE),,28.84,2020-04-15,UFV.RS.PI.034788-4,operation,solar_pv,,,POINT (-4691384.489278351 -920980.1860500413)
1932,ETESA 19 São João do Piauí III,100% para CELEO SÃO JOÃO DO PIAUÍ FV II S.A. (PIE),,32.164,2020-04-15,UFV.RS.PI.034786-8,operation,solar_pv,,,POINT (-4692721.977932096 -920457.6980012502)
1933,ETESA 22 São João do Piauí VI,100% para CELEO SÃO JOÃO DO PIAUÍ FV V S.A. (PIE),,28.84,2020-04-14,UFV.RS.PI.034789-2,operation,solar_pv,,,POINT (-4690727.67567356 -921754.9167178876)
1934,São Gonçalo 5,100% para ENEL GREEN POWER SAO GONCALO 5 S.A. (PIE),,50.0,2020-07-01,UFV.RS.PI.033845-1,operation,solar_pv,,,POINT (-5043063.172904048 -1125796.5786380188)
1935,Coremas III,100% para COREMAS II GERAÇÃO DE ENERGIA SPE S.A (PIE),,27.0,2018-10-16,UFV.RS.PB.032926-6,operation,solar_pv,,,POINT (-4229455.354668648 -773360.7119697686)
1936,Solar São Miguel,100% para CRELUZ - COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO (REG),,0.56133,2020-04-14,UFV.RS.RS.046531-3,operation,solar_pv,,,POINT (-5921477.3533701245 -3046362.3820919986)
1937,Solar Boa Vista,100% para CRELUZ - COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO (REG),,0.7296,2020-02-01,UFV.RS.RS.046252-7,operation,solar_pv,,,POINT (-5934145.19917123 -3082180.040511933)
