,plant_name,agent,basin,capacity,start_time,plant_id,phase,type,primary,auction,geometry
514,Serrania Terreno,Cerâmica Murilo Gonzaga Riveiro Indústria e Comércio Ltda.,Rio São Tomé,0.32,2014-02-19,CGH.PH.MG.031649-0,operation,mini_hydro,,,POINT (-5124266.812082359 -2398537.7627319996)
515,Santana do Deserto I,Central Geradora Hidroelétrica Santana do Deserto Ltda.,Ribeirão Caguincho,1.6,2018-05-25,CGH.PH.MG.035745-6,operation,mini_hydro,,,POINT (-4803999.615602463 -2444999.4463277613)
516,Eletrocéu,Eletrocéu Produção e Distribuição de Eletricidade Ltda.,Rio Formoso,0.296,1982-01-01,CGH.PH.GO.029248-6,operation,mini_hydro,,,POINT (-5859771.413618322 -2043532.7717921252)
517,Anil,CEMIG Geração e Transmissão S.A.,Rio Jacaré,2.056,1964-03-01,CGH.PH.MG.000103-1,operation,mini_hydro,,,POINT (-5016082.229989606 -2317528.486828019)
518,Paranorte,Cachoeira Distribuidora de Energia Elétrica Ltda.,Rio São João da Barra,0.9976,2004-09-01,CGH.PH.MT.029027-0,operation,mini_hydro,,,POINT (-6421804.96934799 -1151909.353088908)
519,Fazenda Jedai,José Francisco Vieira,Rio Galhão,0.1,2003-09-01,CGH.PH.TO.029238-9,operation,mini_hydro,,,POINT (-5125022.213790413 -1167697.4745321474)
520,Karl Kuhlemann,Hydro Kuhlemann Geração Ltda.,Rio Krauel,2.016,2013-12-27,CGH.PH.SC.030394-1,operation,mini_hydro,,,POINT (-5530554.936143086 -3004247.080071861)
521,Ouro Fino,Ouro Fino Geração de Energia SPE Ltda.,Ribeirão de São Paulo,0.5,2014-09-01,CGH.PH.MG.031804-3,operation,mini_hydro,,,POINT (-5166322.128481687 -2471920.9253758476)
522,Santo Antônio,Usina Mendonça Agroindustrial e Comercial Ltda.,Ribeirão Borá,0.8,1950-07-01,CGH.PH.MG.030674-6,operation,mini_hydro,,,POINT (-5287057.371015497 -2216896.737042526)
523,Corujas II,"Fundação de Apoio à Educação, Pesquisa e Extensão da Unisul ? FAEPESUL",Rio Corujas,0.45,2009-02-01,CGH.PH.SC.029885-9,operation,mini_hydro,,,POINT (-5465082.873004752 -3143195.0184032675)
524,Bossardi,Marombas Geração de Energia Ltda.,Rio das Marombas,1.0,2010-08-01,CGH.PH.SC.028082-8,operation,mini_hydro,,,POINT (-5626250.024070098 -3028893.2618650356)
525,Fazenda Dois Irmãos - Córrego Seixas,Durval Heitor de Medonça,Rio Galera,0.68,2014-09-29,CGH.PH.MT.031904-0,operation,mini_hydro,,,POINT (-6615019.063517744 -1614309.0335164014)
526,Matula I,RER Participações S.A.,Córrego Matula,0.08,1899-12-30,CGH.PH.MT.030358-5,operation,mini_hydro,,,POINT (-5811122.697880584 -1718453.0073013888)
527,São Bento,Vale do Rio Grande Reflorestamento Ltda.,Rio São Bento,0.6224,1993-09-01,CGH.PH.GO.028589-7,operation,mini_hydro,,,POINT (-5291303.13402034 -1979837.214439915)
528,Laranjeira do Espinho,Rogério Gondim da Rosa Oiticica,Rio Taquara,0.104,1965-07-01,CGH.PH.PE.030127-2,operation,mini_hydro,,,POINT (-3982887.6922725905 -986259.7663228858)
529,Rio Rauhen,Hidrelétrica Sens,Rio do Rauen,0.99,2009-11-18,CGH.PH.SC.037476-8,operation,mini_hydro,,,POINT (-5586981.311933494 -3008656.3740803436)
530,Simonésia,Simonésia Energia S.A.,Rio Preto de São Simão,3.0,2015-12-13,CGH.PH.MG.031334-3,operation,mini_hydro,,,POINT (-4675205.167878683 -2226294.1766155097)
531,Do Park,"Allberto Jose Giaretta, Eduardo Jose Scholl Giaretta, Sanfrancesco Empreencimentos
Imobilizrios Ltda.",Rio Marmeleiro,0.4,1990-06-01,CGH.PH.PR.037347-8,operation,mini_hydro,,,POINT (-5902747.230998344 -2909141.173259042)
532,Santa Izabel,Usina Hidrelétrica Santa Izabel Ltda.,Ribeirão das Botas,1.0,2009-09-20,CGH.PH.MS.029430-6,operation,mini_hydro,,,POINT (-6060715.6761629945 -2270907.618475487)
533,Fazenda Galera 1,Césio Silva Lemos,Rio Galera,0.154,1984-04-17,CGH.PH.MT.000944-0,operation,mini_hydro,,,POINT (-6622920.9769388875 -1610268.512483124)
534,Iguaçu-Hidro 2/3,Iguaçu Celulose Papel S.A.,Rio Ibicuí,0.948,1955-02-04,CGH.PH.SC.035532-1,operation,mini_hydro,,,POINT (-5696765.903204994 -3066187.104230014)
535,Sudamata,Sudamata Agropecuária Ltda.,Rio Formoso,0.3,1995-01-01,CGH.PH.MT.037311-7,operation,mini_hydro,,,POINT (-6458904.523022699 -1623744.3069107605)
536,Picada 48,Picada 48 Geração e Comércio de Energia Elétrica Ltda.,Arroio Feitoria,1.27,2012-12-20,CGH.PH.RS.002054-0,operation,mini_hydro,,,POINT (-5690351.459187545 -3293282.2219535774)
537,Mercedes I e II,"Cooperativa de Energia, Telefonia e Desenvolvimento Rural do Posto de Assentamen",Córrego do Campo,0.1536,2002-01-01,CGH.PH.MT.029614-7,operation,mini_hydro,,,POINT (-6269946.630620391 -1262823.7646116482)
538,Bom Sucesso,Primo Tedesco S.A.,Rio do Peixe,0.6,1940-01-01,CGH.PH.SC.027430-5,operation,mini_hydro,,,POINT (-5678251.131839057 -2983336.9488160913)
539,Aguti,COTESA Geradora de Energia ? PCH Aguti Ltda.,Rio Alto Braço,3.9006,2011-11-19,CGH.PH.SC.029711-9,operation,mini_hydro,,,POINT (-5464066.787543297 -3040843.540781332)
540,Casali II,Campus Mourão Construção Ltda.,Rio do Campo,0.10562,1958-11-19,CGH.PH.PR.030613-4,operation,mini_hydro,,,POINT (-5826525.436256076 -2673212.27040426)
541,Cachoeira do Cambara,Pequena Central Hidrelétrica Cachoeira do Cambara Ltda.,Rio Vermelho,2.16,2014-07-14,CGH.PH.RO.032220-2,operation,mini_hydro,,,POINT (-6744281.343535407 -1430983.2387633782)
542,G & D,G & D Geração de Energia Elétrica Ltda.,Rio do Campo,1.0,2014-06-01,CGH.PH.SC.031623-7,operation,mini_hydro,,,POINT (-5581895.858551194 -3000399.6010618717)
543,Mambuca,Pampa Geradora de Energia Elétrica Ltda.,Arroio Barbosa,1.0,2016-09-26,CGH.PH.RS.037128-9,operation,mini_hydro,,,POINT (-5969939.3565995 -3140757.4408191955)
544,Galópolis,Pro Bios Consultoria e Participações Ltda.,Arroio Pinhal,0.54,2002-08-01,CGH.PH.RS.028886-1,operation,mini_hydro,,,POINT (-5687529.2391443 -3243973.650026719)
545,Willy Faller,Mafrás Energia e Reflorestamento Ltda.,Lajeado dos Portões,1.0,2017-01-01,CGH.PH.SC.030845-5,operation,mini_hydro,,,POINT (-5677405.349947743 -3093608.5385921635)
546,Buraco,Heidrich S.A. - Cartões Reciclados,Ribeirão da Vargem,0.98,1979-01-10,CGH.PH.SC.037437-7,operation,mini_hydro,,,POINT (-5580439.634524812 -3016613.435177229)
547,Divinópolis,Plural Ltda.,Rio Itapecerica,0.999,2007-05-01,CGH.PH.MG.029234-6,operation,mini_hydro,,,POINT (-4996120.09907966 -2242059.1405990394)
548,Bonga,VDL Siderurgia Ltda.,Ribeirão Mata Porcos,1.32,1942-10-14,CGH.PH.MG.030030-6,operation,mini_hydro,,,POINT (-4877103.292630915 -2247270.865349539)
549,Paraíso,Hidrelétrica Paraíso SPE Ltda.,Rio das Flores,1.0,2020-03-21,CGH.PH.SC.035743-0,operation,mini_hydro,,,POINT (-5972576.843060974 -2975446.120255891)
550,Lontras,Moinho Xanxerê Indústria e Comércio Ltda.,Rio Xanxerê,0.81,2013-06-01,CGH.PH.SC.029303-2,operation,mini_hydro,,,POINT (-5839782.099601922 -3001823.4359031706)
551,Limoeiro,Limoeiro Energia S.A.,Rio Cachoeirinha,1.25,2015-09-05,CGH.PH.MG.030983-4,operation,mini_hydro,,,POINT (-5166539.973489404 -2512888.4937236067)
552,Jatobazinho,Agropecuária Chapada dos Guimarães S.A.,Rio Jatobá,0.1215,2014-05-14,CGH.PH.MT.030903-6,operation,mini_hydro,,,POINT (-6033569.3591281 -1497848.6006934836)
553,Hidrogerador Quântico,Luxray Tecnologia Ltda.,Rio Tetequera ou Grande,1.225,2016-03-30,CGH.PH.SP.035587-9,operation,mini_hydro,,,POINT (-5059163.421397736 -2532920.5255927253)
554,Congonhal II,GESM - Geração de Energia Sul de Minas S.A.,Rio do Jacu,0.428,1970-01-01,CGH.PH.MG.028020-8,operation,mini_hydro,,,POINT (-4992077.502605794 -2461366.53131442)
555,Sagrado Coração de Jesus,Hidroelétrica Sagrado Coração de Jesus Ltda.,Rio Baía,0.85,1952-05-01,CGH.PH.SC.029500-0,operation,mini_hydro,,,POINT (-5792142.265618752 -2991459.0145640355)
556,Itaquerê,Usina Santa Fé S.A.,Rio Itaquerê,0.4096,1929-01-01,CGH.PH.SP.029662-7,operation,mini_hydro,,,POINT (-5414263.535621728 -2428118.238840725)
557,Santa Cleonice,RP Geradora de Energia Ltda.,Rio Canoas,0.4403,2012-01-27,CGH.PH.MG.029216-8,operation,mini_hydro,,,POINT (-5213496.502945922 -2376452.0681537897)
558,Nova Ponte Queimada II,Energia Limpa Participações Ltda.,Rio Casca,3.0,1983-01-01,CGH.PH.MG.028570-6,operation,mini_hydro,,,POINT (-4747945.426065484 -2257202.7416715007)
559,Sopasta I,Sopasta S..A - Indústria e Comércio,Rio do Peixe,0.966,1996-07-10,CGH.PH.SC.028723-7,operation,mini_hydro,,,POINT (-5705573.764587152 -3017553.781640136)
560,Faria Lemos,Faria Lemos Energia S.A.,Rio Carangola,1.0,1899-12-30,CGH.PH.MG.031007-7,operation,mini_hydro,,,POINT (-4675460.6673720805 -2314795.117215583)
561,Jucazinho,Central Geradora Hidrelétrica Jucazinho S.A.,Açude Público Jucazinho,1.0,1899-12-30,CGH.PH.PE.031081-6,operation,mini_hydro,,,POINT (-3978793.8188130027 -886856.6748041626)
562,Hacker,Hacker Industrial Ltda.,Rio Xanxerê,1.8,2015-04-03,CGH.PH.SC.029172-2,operation,mini_hydro,,,POINT (-5838945.285608786 -3004354.3044525436)
563,Ressaca I,Pró-Energia Consultoria Ltda.,Rio Ressaca,0.1,2008-12-01,CGH.PH.SC.029900-6,operation,mini_hydro,,,POINT (-5800475.76993771 -2990452.565696937)
564,Flor do Mato,Celulose Irani S.A.,Rio do Mato,4.815,1946-02-06,CGH.PH.SC.000958-0,operation,mini_hydro,,,POINT (-5774768.056389643 -2988799.162569706)
565,Dona Assunta,Eloi Brunetta & Cia Ltda,Córrego Água Suja,1.9,1994-06-01,CGH.PH.MT.000040-0,operation,mini_hydro,,,POINT (-5932517.60101516 -1654646.5433423794)
566,Rio Alegre,Hidrelétrica Rio Alegre Ltda.,Rio Alegre ou Parecis,0.882,2011-08-30,CGH.PH.MT.030634-7,operation,mini_hydro,,,POINT (-6373144.151623126 -1529837.56615806)
567,Dourado,Central Geradora Hidráulica Dourado Ltda.,Rio Pratudão,0.98,1899-12-30,CGH.PH.BA.030578-2,operation,mini_hydro,,,POINT (-5054192.813105818 -1558166.4612017907)
568,Carazinho,Real Indústria de Polpa e Embalagens Ltda.,Rio Carazinho,0.36,2008-12-01,CGH.PH.PR.030073-0,operation,mini_hydro,,,POINT (-5749187.868223833 -2770803.9700556044)
569,Dona Enedina,Decs Energia Ltda.,Rio Corrente Grande,1.0,2017-02-01,CGH.PH.MG.037400-8,operation,mini_hydro,,,POINT (-4767006.463212125 -2091671.4880807884)
570,Lajeado do Posto,M. O. Energia Ltda.,Lajeado do Posto,1.0,2009-12-01,CGH.PH.SC.029898-0,operation,mini_hydro,,,POINT (-5829746.785654398 -2955134.97368792)
571,Central GH Engenheiro Bernardo Figueiredo,Monte Azul Empreendimentos Imobiliários e Geração de Energia Ltda.,Rio Jaguari,2.25,1950-10-20,CGH.PH.SP.000884-2,operation,mini_hydro,,,POINT (-5225045.767645525 -2531413.5138297793)
572,Matipó,Zona da Mata Geração S.A.,Rio Matipó,0.416,1924-01-01,CGH.PH.MG.001438-9,operation,mini_hydro,,,POINT (-4712745.221350062 -2258286.651983631)
573,Santa Helena do Acaraí,Schultz Empreendimentos Imobiliários S.A.,Rio Icaraí,0.41998,2015-05-17,CGH.PH.BA.033654-8,operation,mini_hydro,,,POINT (-4356686.6218200475 -1555325.7506571636)
574,Pirapó,CPFL Sul Centrais Elétricas Ltda.,Rio Ijuí,0.776,1952-01-01,CGH.PH.RS.028089-5,operation,mini_hydro,,,POINT (-6129899.054981841 -3132761.650780909)
575,São Domingos,Faerber Geração Ltda.,Rio Pintado,0.18,1974-06-13,CGH.PH.SC.029511-6,operation,mini_hydro,,,POINT (-5684606.285759873 -2934505.1360044084)
576,Jatuarana,CHEA ? Centrais Hidrelétricas da Amazônia Ltda.,Rio Moju,0.1,1899-12-30,CGH.PH.PA.030392-5,operation,mini_hydro,,,POINT (-6111328.72505992 -364109.13382219104)
577,Melissa,Copel Geração e Transmissão S.A.,Rio Melissa,0.998,1966-01-31,CGH.PH.PR.001452-4,operation,mini_hydro,,,POINT (-5922660.502559265 -2731315.872026894)
578,Pinho Past,Pinho Past Ltda.,Rio Coitinho,1.24,1969-10-01,CGH.PH.PR.035802-9,operation,mini_hydro,,,POINT (-5733864.452443936 -2819046.499673112)
579,Cachoeira da Barra,Associação Pró-Energias Renováveis,Rio Lourenço Velho,0.975,2010-03-01,CGH.PH.MG.030248-1,operation,mini_hydro,,,POINT (-5036495.750525409 -2490835.4507105164)
580,Florestal,Primo Energética Ltda.,Ribeirão Florestal,0.5,2012-09-02,CGH.PH.MG.030621-5,operation,mini_hydro,,,POINT (-4943421.9174535945 -2210702.4493593825)
581,Tamanduá,Faerber Geração Ltda.,Rio Tamanduá,0.0384,1970-08-16,CGH.PH.SC.029510-8,operation,mini_hydro,,,POINT (-5632227.164273456 -2957204.827928258)
582,Central H. São Miguel,São Miguel Energia Ltda.,Rio Cascavel,0.9,2018-09-08,CGH.PH.MS.040796-8,operation,mini_hydro,,,POINT (-5932316.704399921 -2057662.38321518)
583,Corredeira do Noronha,Valéria Regina Zamignani,Rio Capitão Noronha,0.34,2002-10-01,CGH.PH.MT.028689-3,operation,mini_hydro,,,POINT (-6072323.61235682 -1515336.5684234314)
584,Santa Cruz,Companhia Sul Sergipana de Eletricidade,Rio Piauí,0.55,1899-12-30,CGH.PH.SE.027114-4,operation,mini_hydro,,,POINT (-4168560.92977459 -1255896.0797441925)
585,Bruno Heidrich,Heidrich Indústria Mercantil e Agrícola S.A.,Ribeirão da Vargem,1.0854,1984-01-20,CGH.PH.SC.029356-3,operation,mini_hydro,,,POINT (-5580446.073466797 -3016603.5900814617)
586,Cascata do Barreiro Ibiraci,Francisco José Reitmeyer,Ribeirão do Ouro,0.65,2009-05-01,CGH.PH.MG.030193-0,operation,mini_hydro,,,POINT (-5249553.1123263845 -2263100.8896755106)
587,Coronel Jove Soares Nogueira (Antiga Benfica),Companhia Industrial Itaunense,Rio São João,0.85,1988-01-01,CGH.PH.MG.028011-9,operation,mini_hydro,,,POINT (-4957216.767456784 -2239597.5230143284)
588,Detofol,Hidrelétrica Detofol Ltda.,Lajeado Grande,0.51,2009-07-21,CGH.PH.SC.029605-8,operation,mini_hydro,,,POINT (-5944362.597964566 -2946140.640581454)
589,Rio Preto,"Companhia Volta Grande de Papel
","Rio Preto
",0.36,1988-08-28,CGH.PH.SC.028896-9,operation,mini_hydro,,,POINT (-5521932.958161721 -2947532.8429875635)
590,Geração Carnielli,Pedro Carnielli,Córrego Saúde,0.032,2003-04-30,CGH.PH.ES.030326-7,operation,mini_hydro,,,POINT (-4578075.903084395 -2267083.2742160377)
591,Santa Rosa,Industrias de Compensados Guararapes Ltda.,Rio Chapecó,0.94,2002-06-01,CGH.PH.SC.028205-7,operation,mini_hydro,,,POINT (-5817104.632280448 -2956902.8236043933)
592,Rio Preto,Lopes Administradora de bens S.A.,Rio Jangada,0.0935,1944-05-15,CGH.PH.SC.002394-9,operation,mini_hydro,,,POINT (-5705618.656398203 -2946163.090049204)
593,São Francisco,Francisco Lindner S.A Indústria e Comércio,Rio do Peixe,0.46,1953-10-31,CGH.PH.SC.032561-9,operation,mini_hydro,,,POINT (-5726787.789147226 -3020428.8921338115)
594,Cachoeira Serra D Água,Central Açucareira Santo Antônio S.A.,Rio Camaragibe,0.945,2005-12-31,CGH.PH.AL.028860-8,operation,mini_hydro,,,POINT (-3959696.1317277607 -1011368.4959624014)
595,Salto Claudelino,Massa Falida de Olvepar S.A. Indústria e Comércio,Rio Chopim,2.8,1984-10-30,CGH.PH.PR.002592-5,operation,mini_hydro,,,POINT (-5821700.147655707 -2925568.984252448)
596,Markmann,Darcenio Silvio Markmann,Rio Emigra,0.172,1899-12-30,CGH.PH.SC.029981-2,operation,mini_hydro,,,POINT (-5841830.422315036 -2954264.675237228)
597,Quebra Cuia,Companhia Fabril Mascarenhas,Rio do Peixe,0.1304,1925-04-05,CGH.PH.MG.029959-6,operation,mini_hydro,,,POINT (-4791719.792254231 -2242463.7407504832)
598,Córrego Ger,Hidroelétrica Córrego Ltda.,Rio Indaiá Grande,4.176,2019-05-01,CGH.PH.MS.044877-0,operation,mini_hydro,,,POINT (-5855979.747974634 -2112764.156250819)
599,Taimbé 1,Maintenance Service Engenharia de Manutenção Ltda.,Lajeado Mandu ou Taimbé,1.6,2017-03-07,CGH.PH.SC.037429-6,operation,mini_hydro,,,POINT (-5635714.385247405 -3092423.4515533256)
600,Pardo,Pardo Energia S.A.,Rio Pardo,1.25,2015-08-01,CGH.PH.MG.031249-5,operation,mini_hydro,,,POINT (-5152704.89907877 -2439326.997144184)
601,Volta Grande,Primo Energética Ltda.,Rio Angú,0.99,2012-12-01,CGH.PH.MG.030949-4,operation,mini_hydro,,,POINT (-4731449.762836814 -2425808.047378226)
602,Santa Cecília,Zona da Mata Geração S.A.,Ribeirão Bom Sucesso,0.424,1950-01-01,CGH.PH.MG.027928-5,operation,mini_hydro,,,POINT (-4742711.910969936 -2353498.0621777996)
603,Galheiros,Hidroelétrica Rio Galheiros Ltda.,Córrego Galheiro,2.99999,2015-01-21,CGH.PH.MT.029516-7,operation,mini_hydro,,,POINT (-6091159.666689997 -1682129.9487084562)
604,Rio do Peixe,Celesc Geração S.A.,Rio do Peixe,0.52,1957-01-01,CGH.PH.SC.029368-7,operation,mini_hydro,,,POINT (-5694689.149493928 -3001201.7961405264)
605,Caboclo,Maynart Energética Ltda.,Rio Maynart,4.42,1944-12-23,CGH.PH.MG.000345-0,operation,mini_hydro,,,POINT (-4840479.294819005 -2281493.788574247)
606,Sucuri,Eduardo Linde Sachetti e Outros,Sucuri,0.4,1976-03-10,CGH.PH.MT.029979-0,operation,mini_hydro,,,POINT (-6066667.648253996 -1943343.0735969997)
607,Boqueirão,Central Geradora Hidrelétrica Boqueirão S.A.,Rio Paraíba,1.0,2013-04-01,CGH.PH.PB.031090-5,operation,mini_hydro,,,POINT (-4023064.453302958 -833496.2034335972)
608,Morro do Cruzeiro,Stang Indústria de Embalagens para Ovos Ltda.,Riacho Mar Grosso,0.085,2007-07-17,CGH.PH.SC.029600-7,operation,mini_hydro,,,POINT (-5473857.66103224 -3158195.798016192)
609,Rio do Poncho I,Cooperzem - Cooperativa de Geração de Energia e Desenvolvimento,Rio Chicão,1.0,1994-09-27,CGH.PH.SC.030368-2,operation,mini_hydro,,,POINT (-5441135.032997683 -3117427.4651742373)
610,Agropel,Agropel Indústria de Papel e Madeira Ltda.,Rio Carrapato,0.99,1973-01-10,CGH.PH.SC.030247-3,operation,mini_hydro,,,POINT (-5552128.296679851 -3059234.0085737095)
611,Monte Verde,Monte Verde Energia S.A.,Rio Monte Verde ou Santa Bárbara,0.97,2016-05-22,CGH.PH.MG.031089-1,operation,mini_hydro,,,POINT (-4849472.554805581 -2439505.889124362)
612,Cachoeira Velonorte,Cachoeira Velonorte S.A.,Ribeirão dos Macacos,0.16,1899-12-30,CGH.PH.MG.028376-2,operation,mini_hydro,,,POINT (-4948200.936218938 -2173646.0394457635)
613,São João II,São João Energia Ltda.,Rio São João,0.6,1967-01-01,CGH.PH.MS.027184-5,operation,mini_hydro,,,POINT (-6178692.528804295 -2499265.829703147)
614,Velha Energia,Velha Energia SPE Ltda. - ME,Rio Juba,0.567,2014-10-27,CGH.PH.MT.033799-4,operation,mini_hydro,,,POINT (-6435317.413825544 -1660362.136843645)
615,WSA,Marisa Lizolete Rietjens,Córrego Água Limpa,0.148,1994-10-01,CGH.PH.MT.030593-6,operation,mini_hydro,,,POINT (-5943612.438180009 -1709704.4412478758)
616,Toledo Energia Renovável,Toledo Energia Renovável Ltda.,Rio São Francisco Verdadeiro,2.7,2014-01-30,CGH.PH.PR.031704-7,operation,mini_hydro,,,POINT (-5980804.457608628 -2757855.1630992526)
617,Águas Claras,Usina Hidrelétrica Águas Claras Ltda.,Ribeirão Águas Claras,1.0,2008-12-20,CGH.PH.SP.029695-3,operation,mini_hydro,,,POINT (-5278120.889757841 -2386566.194297044)
618,Serrania,"Itaca Energia S.A., SM Geração de Energia Ltda.",Rio Muzambo,0.9888,1987-04-01,CGH.PH.MG.029881-6,operation,mini_hydro,,,POINT (-5141930.958045934 -2399977.643832614)
619,Gameleira,Gameleira Energética S.A.,Rio Piracanjuba,0.99,2013-04-01,CGH.PH.GO.031086-7,operation,mini_hydro,,,POINT (-5413929.740788998 -1839216.9162738747)
620,José Carlos Guimarães,Reical Indústria e Comércio de Calcário Ltda.,Rio Culuene,0.66,1986-03-15,CGH.PH.MT.031003-4,operation,mini_hydro,,,POINT (-6010731.170952206 -1626614.573782072)
621,Pinheiros II,CERP - Energética Rio Pinheiros Ltda.,Rio Pinheiros Altos,0.155,2004-04-08,CGH.PH.SC.028776-8,operation,mini_hydro,,,POINT (-5478159.159034456 -3152270.922313763)
622,Liberdade,Liberdade Geração de Energia Ltda.,Ribeirão Liberdade,1.0413,2017-08-15,CGH.PH.SC.038207-8,operation,mini_hydro,,,POINT (-5502200.67561754 -2981797.136987826)
623,Lamins,CEI Minas PCH Ltda.,Rio Verde,0.848,1899-12-30,CGH.PH.MG.028021-6,operation,mini_hydro,,,POINT (-4998708.967866725 -2490217.009045524)
624,Turvo,Maria de Lourdes Lando (espólio de Wolfgang Low),Rio Turvo,0.07,1899-12-30,CGH.PH.RS.027325-2,operation,mini_hydro,,,POINT (-5985763.266813755 -3086330.2331735855)
625,Cachoeira do Oito,Empresa Luz e Força Santa Maria S.A.,Rio Pancas,0.24,1953-06-30,CGH.PH.ES.000491-0,operation,mini_hydro,,,POINT (-4520456.027507272 -2167159.845452408)
626,Hotel Vale do Jiquiriçá,André Dórea Barbosa,Rio Boqueirão,0.04,2002-06-01,CGH.PH.BA.028598-6,operation,mini_hydro,,,POINT (-4406489.27684651 -1475076.01921609)
627,Joaquim Fernandes Luiz,Porto Real Industrial e Pastoril Ltda.,Rio Iratim,0.951,2003-02-01,CGH.PH.PR.028732-6,operation,mini_hydro,,,POINT (-5737534.572899728 -2941975.621944741)
628,Dr. Tito 1,SM Geração de Energia Ltda.,Ribeirão da Onça,0.922,2015-04-10,CGH.PH.MG.029660-0,operation,mini_hydro,,,POINT (-5224041.545056926 -2380868.527018662)
629,Bosque dos Chalés,Jocundo Zandonade,Córrego do Brumado,0.012,2002-02-13,CGH.PH.MG.028940-0,operation,mini_hydro,,,POINT (-4868125.020700584 -2202579.813655649)
630,Rio Itaiozinho,Hidrelétrica Sens Ltda.,Rio Itaiozinho,1.18,2005-12-10,CGH.PH.SC.029756-9,operation,mini_hydro,,,POINT (-5552817.091706427 -2967209.1927196337)
631,Novo Colorado,Hidrelétrica Novo Colorado Ltda.,Ribeirão Água Verde,2.99999,2015-01-21,CGH.PH.MT.030650-9,operation,mini_hydro,,,POINT (-6352730.737063477 -1556726.0250621922)
632,Rio do Salto,Maintenance Service Engenharia de Manutenção Ltda.,Rio do Salto,1.176,2017-06-22,CGH.PH.PR.037657-4,operation,mini_hydro,,,POINT (-5556890.397108982 -2821472.5437787045)
633,Buritizal I,Hidroelétrica Buritizal Ltda.,Ribeirão Buritizal,5.0,2019-10-26,CGH.PH.MT.037358-3,operation,mini_hydro,,,POINT (-6321378.709108612 -1525418.7128109394)
634,Maurício,Energisa Geração Usina Maurício S.A.,Rio Novo,0.64,1908-01-01,CGH.PH.MG.001446-0,operation,mini_hydro,,,POINT (-4769500.565939318 -2390671.183230427)
635,Do Candeeiro,João Carlos Grave,Ribeirão Candeeiro,0.27,1980-01-01,CGH.PH.GO.031730-6,operation,mini_hydro,,,POINT (-5874115.832028873 -1870815.2440567794)
636,Lambedor,Chalana Energética Ltda.,Rio Lambedor,1.0008,2011-09-09,CGH.PH.SC.030151-5,operation,mini_hydro,,,POINT (-5882770.724845953 -3020617.7563366126)
637,Dario,"Altair Dario Junior, Graziele Dario Chioqueta, Jhoni Loro, Rafael Alexandre Bonacorso, Everton Luis Zanella",Rio Quatorze,0.45,1980-06-01,CGH.PH.PR.037203-0,operation,mini_hydro,,,POINT (-5913404.223002416 -2904456.8342809677)
638,Wasser Kraft,Wasser Kraft Geração de Energia Elétrica Ltda,Rio Tracutinga,1.4,2009-01-01,CGH.PH.SC.029589-2,operation,mini_hydro,,,POINT (-5945252.377660102 -2944082.450508675)
639,Funil,Maynart Energética Ltda.,Rio Maynart,4.23,1949-12-23,CGH.PH.MG.027066-0,operation,mini_hydro,,,POINT (-4836429.887930011 -2279452.106514034)
640,Rio das Antas Energética,Energy Palst Recuperadora de Plásticos Ltda. - ME,Rio do Peixe,0.32,1980-09-09,CGH.PH.SC.035364-7,operation,mini_hydro,,,POINT (-5686551.055965704 -2995170.553440133)
641,Bertoldo Jacobsen,Kraftwerk Geração Elétrica Ltda.,Rio Itajaí-Mirim,1.0,2017-02-01,CGH.PH.SC.037406-7,operation,mini_hydro,,,POINT (-5496459.053281619 -3037005.541405227)
642,Barra,Rio Jordão Papeis S.A.,Rio Jordão,4.6,1959-01-01,CGH.PH.PR.027174-8,operation,mini_hydro,,,POINT (-5798286.022824675 -2867322.568962648)
643,Aurora,Cooperativa Central Oeste Catarinense,Lajeado Passo dos Índios,0.95,2009-08-01,CGH.PH.SC.029620-1,operation,mini_hydro,,,POINT (-5875858.6220355425 -3028487.106246345)
644,Ribeirão,GESM - Geração de Energia Sul de Minas S.A.,Ribeirão das Furnas,0.18,1911-01-01,CGH.PH.MG.028019-4,operation,mini_hydro,,,POINT (-4992186.098999207 -2442511.2309544818)
645,Pé de Serra,José Raimundo Klein,Ribeirão do Vau,0.0246,2001-10-01,CGH.PH.MT.028717-2,operation,mini_hydro,,,POINT (-5820288.799187732 -1565838.8332763172)
646,Cachoeira da Fumaça,Premium Comercio de Energia Ltda.,Rio Tenente Amaral,2.88,1975-04-22,CGH.PH.MT.027473-9,operation,mini_hydro,,,POINT (-6126625.905396188 -1778900.9808135203)
647,Miranda Estância,Hidrelétrica Rio Piolho Ltda.,Rio do Piolho,1.94,2009-12-16,CGH.PH.MT.030227-9,operation,mini_hydro,,,POINT (-6692816.861279254 -1502230.2433857354)
648,Carlos Bevilácqua,CRELUZ - Cooperativa de Geração de Energia e Desenvolvimento,Rio Fortaleza,0.801,2009-01-30,CGH.PH.RS.028688-5,operation,mini_hydro,,,POINT (-5943564.426417591 -3072722.4313070253)
649,Bom Retiro Chapeco,Bom Retiro Geração de Energia Ltda,Rio Chalana,3.0,2018-08-13,CGH.PH.SC.040776-3,operation,mini_hydro,,,POINT (-5872070.2306320295 -3025541.3958184146)
650,Sodré,Construtora Kamilos Ltda.,Rio Piagui,1.012,2013-04-01,CGH.PH.SP.031099-9,operation,mini_hydro,,,POINT (-5043801.728633569 -2523028.990007073)
