,region,state,grid_mode,agent,type,plant_name,plant_id,ons_name,ons_id,operation,primary,auction_start_time,start_time,end_time,capacity
2434,NE,BA,type C,S DA BABILÔNIA VI,on_wind,SERRA DA BABILÔNIA VI,EOL.CV.BA.032466-3,UG 11P7 MW SDB_SER BABIL 6         R16 BA,BAEB060UGR2,R16,Wind,2018-10-27,2018-12-12,,11.75
2435,NE,BA,type C,S DA BABILÔNIA VI,on_wind,SERRA DA BABILÔNIA VI,EOL.CV.BA.032466-3,UG 14P1 MW SDB_SER BABIL 6         R12 BA,BAEB060UGR3,R12,Wind,2018-10-27,2018-12-12,,14.1
2436,NE,BA,type C,S DA BABILÔNIA VII,on_wind,SERRA DA BABILÔNIA VII,EOL.CV.BA.032467-1,UG 14P1 MW SDB_SER BABIL 7         R13 BA,BAEB070UG12,R13,Wind,2018-10-27,2018-12-12,,14.1
2437,NE,BA,type C,S DA BABILÔNIA VII,on_wind,SERRA DA BABILÔNIA VII,EOL.CV.BA.032467-1,UG 14P1 MW SDB_SER BABIL 7         R11 BA,BAEB070UG16,R11,Wind,2018-10-27,2018-12-12,,14.1
2438,NE,BA,type C,S DA BABILÔNIA VIII,on_wind,SERRA DA BABILÔNIA VIII,EOL.CV.BA.032468-0,UG 14P1 MW SDB_SER BABIL 8          R3 BA,BAEB080UGR1,R3,Wind,2018-10-27,2018-12-12,,14.1
2439,NE,BA,type C,S DA BABILÔNIA VIII,on_wind,SERRA DA BABILÔNIA VIII,EOL.CV.BA.032468-0,UG 14P1 MW SDB_SER BABIL 8          R2 BA,BAEB080UGR7,R2,Wind,2018-10-27,2018-12-12,,14.1
2440,NE,BA,type C,S DA BABILÔNIA X,on_wind,SERRA DA BABILÔNIA X,EOL.CV.BA.032469-8,UG 11P7 MW SDB_SER BABI 10         R10 BA,BAEB100UG11,R10,Wind,2018-10-27,2018-12-12,,11.75
2441,NE,BA,type C,S DA BABILÔNIA X,on_wind,SERRA DA BABILÔNIA X,EOL.CV.BA.032469-8,UG 16P4 MW SDB_SER BABI 10         R14 BA,BAEB100UG13,R14,Wind,2018-10-27,2018-12-12,,16.45
2442,NE,BA,type C,S DA BABILÔNIA XI,on_wind,SERRA DA BABILÔNIA XI,EOL.CV.BA.032470-1,UG 11P7 MW SDB_SER BABI 11          R9 BA,BAEB110UG10,R9,Wind,2018-10-27,2018-12-12,,11.75
2443,NE,BA,type C,S DA BABILÔNIA XI,on_wind,SERRA DA BABILÔNIA XI,EOL.CV.BA.032470-1,UG 16P4 MW SDB_SER BABI 11         R15 BA,BAEB110UG14,R15,Wind,2018-10-27,2018-12-12,,16.45
2444,NE,BA,type C,S DA BABILÔNIA XII,on_wind,SERRA DA BABILÔNIA XII,EOL.CV.BA.032471-0,UG 14P1 MW SDB_SER BABIL12          R5 BA,BAEB120UGR5,R5,Wind,2018-10-30,2018-12-12,,14.1
2445,NE,BA,type C,S DA BABILÔNIA XII,on_wind,SERRA DA BABILÔNIA XII,EOL.CV.BA.032471-0,UG 14P1 MW SDB_SER BABIL12          R6 BA,BAEB120UGR6,R6,Wind,2018-10-30,2018-12-12,,14.1
2446,NE,BA,type C,SERRA DO  ESPINHAÇO,on_wind,SERRA DO ESPINHAÇO,EOL.CV.BA.030802-1,UG  8P4 MW CTE_SERRA ESPIN         GR4 BA,BAUESP0GR4,GR4,Wind,2015-12-05,2016-01-01,,8.4
2447,NE,BA,type C,SERRA DO  ESPINHAÇO,on_wind,SERRA DO ESPINHAÇO,EOL.CV.BA.030802-1,UG 10P0 MW CTE_SERRA ESPIN         GR5 BA,BAUESP0GR5,GR5,Wind,2015-12-05,2016-01-01,,10.08
2448,NE,BA,type C,SERRA DO FOGO,on_wind,SERRA DO FOGO,EOL.CV.BA.035222-5,UG 31P1 MW ARI_SER DO FOGO          R1 BA,BAESEF0UGR1,R1,Wind,2020-10-27,2020-12-15,,31.185
2449,NE,BA,type C,SERRA DO SALTO,on_wind,SERRA DO SALTO,EOL.CV.BA.030314-3,UG  9P6 MW IGD_SERRA SALTO          21 BA,BAUESS0UG21,21,Wind,2014-06-10,2014-07-04,,9.6
2450,NE,BA,type C,SERRA DO SALTO,on_wind,SERRA DO SALTO,EOL.CV.BA.030314-3,UG  9P6 MW IGD_SERRA SALTO          22 BA,BAUESS0UG22,22,Wind,2014-06-10,2014-07-04,,9.6
2451,NE,BA,type C,SERRA DO VENTO,on_wind,SERRA DO VENTO,EOL.CV.BA.035229-2,UG 31P1 MW ARI_SE DO VENTO          R1 BA,BAESEV0UGR1,R1,Wind,2020-09-09,2020-11-19,,31.185
2452,NE,BA,type C,EOL SETE GAMELEIRAS,on_wind,SETE GAMELEIRAS,EOL.CV.BA.030455-7,UG   14 MW PBR_7 GAMELEIRA           1 BA,BAUESG0UG1,1,Wind,2013-02-07,2013-03-26,,14.0
2453,NE,BA,type C,EOL SETE GAMELEIRAS,on_wind,SETE GAMELEIRAS,EOL.CV.BA.030455-7,UG   16 MW PBR_7 GAMELEIRA           2 BA,BAUESG0UG2,2,Wind,2013-02-07,2013-03-26,,16.0
2454,NE,BA,type C,TABOQUINHA,on_wind,TABOQUINHA,EOL.CV.BA.031406-4,UG 10P8 MW TBD_TABOQUINHA          R38 BA,BAETBQ0R38,R38,Wind,2022-03-17,2022-06-08,,10.8
2455,NE,BA,type C,TABOQUINHA,on_wind,TABOQUINHA,EOL.CV.BA.031406-4,UG 10P8 MW TBD_TABOQUINHA          R39 BA,BAETBQ0R39,R39,Wind,2022-03-17,2022-06-08,,10.8
2456,NE,BA,type C,TABUA,on_wind,TABUA,EOL.CV.BA.031403-0,UG    9 MW ABL_TABUA               R32 BA,BAETAB0R32,R32,Wind,2021-12-15,2022-02-10,,9.0
2457,NE,BA,type C,TABUA,on_wind,TABUA,EOL.CV.BA.031403-0,UG    6 MW ABL_TABUA               R33 BA,BAETAB0R33,R33,Wind,2021-12-15,2022-02-10,,6.0
2458,NE,BA,type C,EOL TAMANDUÁ MIRIM,on_wind,TAMANDUÁ MIRIM,EOL.CV.BA.030753-0,UG 14P8 MW BW2_TAMAN MIRIM          12 BA,BAETAM0UG10,12,Wind,2016-01-08,2016-02-16,,14.8
2459,NE,BA,type C,EOL TAMANDUÁ MIRIM,on_wind,TAMANDUÁ MIRIM,EOL.CV.BA.030753-0,UG 14P8 MW BW2_TAMAN MIRIM          13 BA,BAETAM0UG11,13,Wind,2016-01-08,2016-02-16,,14.8
2460,NE,BA,type C,TAMANDUA MIRIM 2,on_wind,TAMANDUÁ MIRIM 2,EOL.CV.BA.031606-7,UG    8 MW GPX_TMD MIRIM 2          R1 BA,BAETM20UGR1,R1,Wind,2019-06-20,2019-11-14,,8.0
2461,NE,BA,type C,TAMANDUA MIRIM 2,on_wind,TAMANDUÁ MIRIM 2,EOL.CV.BA.031606-7,UG    8 MW GPX_TMD MIRIM 2          R2 BA,BAETM20UGR2,R2,Wind,2019-06-20,2019-11-14,,8.0
2462,NE,BA,type C,EOL TANQUE,on_wind,TANQUE,EOL.CV.BA.030544-8,UG 14P8 MW ARA_TANQUE               09 BA,BAUETQ0G01,09,Wind,2014-09-10,2014-10-11,,14.88
2463,NE,BA,type C,EOL TANQUE,on_wind,TANQUE,EOL.CV.BA.030544-8,UG 15P1 MW ARA_TANQUE               10 BA,BAUETQ0G02,10,Wind,2014-09-10,2014-10-11,,15.12
2464,NE,BA,type C,EOL TEIU,on_wind,TEIU,EOL.CV.BA.030731-9,UG  7P4 MW BW1_TEIU                  5 BA,BAETEI0UG5,5,Wind,2016-01-08,2016-02-05,,7.4
2465,NE,BA,type C,EOL TEIU,on_wind,TEIU,EOL.CV.BA.030731-9,UG 9P25 MW BW1_TEIU                  6 BA,BAETEI0UG6,6,Wind,2016-01-08,2016-02-05,,9.25
2466,NE,BA,type C,TEIU 2 ENERGIA,on_wind,TEIÚ 2,EOL.CV.BA.031431-5,UG    8 MW GPX_TEIU 2               R1 BA,BAETE20UGR1,R1,Wind,2019-08-23,2019-11-20,,8.0
2467,NE,BA,type C,EOL PINDAÍ IV,on_wind,TEIÚ 3,EOL.CV.BA.037093-2,UG 23P5 MW GPX_TEIU 3               R1 BA,BAETE30UGR1,R1,Wind,2020-12-05,2021-12-04,,23.5
2468,NE,BA,type C,TUCANO F6,on_wind,TUCANO VI,EOL.CV.BA.032578-3,UG 24P8 MW TUC_TUCANO 6             R1 BA,BATU060UGR1,R1,Wind,2022-03-09,2022-07-09,,24.8
2469,NE,BA,type C,TUCANO F6,on_wind,TUCANO VI,EOL.CV.BA.032578-3,UG 24P8 MW TUC_TUCANO 6             R2 BA,BATU060UGR2,R2,Wind,2022-03-09,2022-07-09,,24.8
2470,NE,BA,type C,UMBURANA DE CHEIRO,on_wind,UMBURANA DE CHEIRO,EOL.CV.BA.035233-0,UG 13P8 MW ARI_U DE CHEIRO          R1 BA,BAEUMC0UGR1,R1,Wind,2020-12-04,2020-12-31,,13.86
2471,NE,BA,type C,UMBURANAS 1,on_wind,UMBURANAS 1,EOL.CV.BA.031738-1,UG 12P5 MW UBN_UMBURANAS 1          R1 BA,BAEURA0UGR1,R1,Wind,2019-03-15,2019-04-24,,12.5
2472,NE,BA,type C,UMBURANAS 1,on_wind,UMBURANAS 1,EOL.CV.BA.031738-1,UG 12P5 MW UBN_UMBURANAS 1          R2 BA,BAEURA0UGR2,R2,Wind,2019-03-15,2019-04-24,,12.5
2473,NE,BA,type C,UMBURANAS 10,on_wind,UMBURANAS 10,EOL.CV.BA.031742-0,UG   10 MW UBN_UMBURANA 10          R1 BA,BAEURJ0UGR1,R1,Wind,2019-02-27,2019-03-19,,10.0
2474,NE,BA,type C,UMBURANAS 10,on_wind,UMBURANAS 10,EOL.CV.BA.031742-0,UG   10 MW UBN_UMBURANA 10          R2 BA,BAEURJ0UGR2,R2,Wind,2019-02-27,2019-03-19,,10.0
2475,NE,BA,type C,UMBURANAS 11,on_wind,UMBURANAS 11,EOL.CV.BA.031744-6,UG   15 MW UBN_UMBURANA 11          R1 BA,BAEURK0UGR1,R1,Wind,2019-01-24,2019-02-21,,15.0
2476,NE,BA,type C,UMBURANAS 13,on_wind,UMBURANAS 13,EOL.CV.BA.031752-7,UG  7P5 MW UBN_UMBURANA 13          R1 BA,BAEURM0UGR1,R1,Wind,2019-02-06,2019-03-08,,7.5
2477,NE,BA,type C,UMBURANAS 13,on_wind,UMBURANAS 13,EOL.CV.BA.031752-7,UG 12P5 MW UBN_UMBURANA 13          R2 BA,BAEURM0UGR2,R2,Wind,2019-02-06,2019-03-08,,12.5
2478,NE,BA,type C,UMBURANAS 15,on_wind,UMBURANAS 15,EOL.CV.BA.031754-3,UG  7P5 MW UBN_UMBURANA 15          R1 BA,BAEURO0UGR1,R1,Wind,2019-03-13,2019-04-06,,7.5
2479,NE,BA,type C,UMBURANAS 15,on_wind,UMBURANAS 15,EOL.CV.BA.031754-3,UG 12P5 MW UBN_UMBURANA 15          R2 BA,BAEURO0UGR2,R2,Wind,2019-03-13,2019-04-06,,12.5
2480,NE,BA,type C,UMBURANAS 16,on_wind,UMBURANAS 16,EOL.CV.BA.031755-1,UG 12P5 MW UBN_UMBURANA 16          R1 BA,BAEURP0UGR1,R1,Wind,2019-01-08,2019-02-06,,12.5
2481,NE,BA,type C,UMBURANAS 16,on_wind,UMBURANAS 16,EOL.CV.BA.031755-1,UG 12P5 MW UBN_UMBURANA 16          R2 BA,BAEURP0UGR2,R2,Wind,2019-01-08,2019-02-06,,12.5
2482,NE,BA,type C,UMBURANAS 17,on_wind,UMBURANAS 17,EOL.CV.BA.033634-3,UG   10 MW UBN_UMBURANA 17          R1 BA,BAEURQ0UGR1,R1,Wind,2019-01-08,2019-02-06,,10.0
2483,NE,BA,type C,UMBURANAS 17,on_wind,UMBURANAS 17,EOL.CV.BA.033634-3,UG 12P5 MW UBN_UMBURANA 17          R2 BA,BAEURQ0UGR2,R2,Wind,2019-01-08,2019-02-06,,12.5
2484,NE,BA,type C,UMBURANAS 18,on_wind,UMBURANAS 18,EOL.CV.BA.031756-0,UG  7P5 MW UBN_UMBURANA 18          R1 BA,BAEURR0UGR1,R1,Wind,2019-02-20,2019-03-15,,7.5
2485,NE,BA,type C,UMBURANAS 19,on_wind,UMBURANAS 19,EOL.CV.BA.033635-1,UG 12P5 MW UBN_UMBURANA 19          R1 BA,BAEURS0UGR1,R1,Wind,2019-01-24,2019-02-22,,12.5
2486,NE,BA,type C,UMBURANAS 19,on_wind,UMBURANAS 19,EOL.CV.BA.033635-1,UG 12P5 MW UBN_UMBURANA 19          R2 BA,BAEURS0UGR2,R2,Wind,2019-01-24,2019-02-22,,12.5
2487,NE,BA,type C,UMBURANAS  2,on_wind,UMBURANAS 2,EOL.CV.BA.031740-3,UG   15 MW UBN_UMBURANAS 2          R1 BA,BAEURB0UGR1,R1,Wind,2019-03-15,2019-04-06,,15.0
2488,NE,BA,type C,UMBURANAS  2,on_wind,UMBURANAS 2,EOL.CV.BA.031740-3,UG   10 MW UBN_UMBURANAS 2          R2 BA,BAEURB0UGR2,R2,Wind,2019-03-15,2019-04-06,,10.0
2489,NE,BA,type C,UMBURANAS 21,on_wind,UMBURANAS 21,EOL.CV.BA.033636-0,UG   10 MW UBN_UMBURANA 21          R1 BA,BAEURU0UGR1,R1,Wind,2018-12-01,2019-01-04,,10.0
2490,NE,BA,type C,UMBURANAS 21,on_wind,UMBURANAS 21,EOL.CV.BA.033636-0,UG 12P5 MW UBN_UMBURANA 21          R2 BA,BAEURU0UGR2,R2,Wind,2018-12-01,2019-01-04,,12.5
2491,NE,BA,type C,UMBURANAS 23,on_wind,UMBURANAS 23,EOL.CV.BA.033637-8,UG   15 MW UBN_UMBURANA 23          R1 BA,BAEURW0UGR1,R1,Wind,2019-02-19,2019-03-13,,15.0
2492,NE,BA,type C,UMBURANAS 25,on_wind,UMBURANAS 25,EOL.CV.BA.033639-4,UG 17P5 MW UBN_UMBURANA 25          R1 BA,BAEURY0UGR1,R1,Wind,2019-02-06,2019-03-01,,17.5
2493,NE,BA,type C,UMBURANAS  3,on_wind,UMBURANAS 3,EOL.CV.BA.031741-1,UG 12P5 MW UBN_UMBURANAS 3          R1 BA,BAEURC0UGR1,R1,Wind,2019-03-09,2019-04-10,,12.5
2494,NE,BA,type C,UMBURANAS  3,on_wind,UMBURANAS 3,EOL.CV.BA.031741-1,UG  7P5 MW UBN_UMBURANAS 3          R2 BA,BAEURC0UGR2,R2,Wind,2019-03-09,2019-04-10,,7.5
2495,NE,BA,type C,UMBURANAS 5,on_wind,UMBURANAS 5,EOL.CV.BA.031737-3,UG   10 MW UBN_UMBURANAS 5          R1 BA,BAEURE0UGR1,R1,Wind,2019-02-27,2019-03-30,,10.0
2496,NE,BA,type C,UMBURANAS 5,on_wind,UMBURANAS 5,EOL.CV.BA.031737-3,UG  7P5 MW UBN_UMBURANAS 5          R2 BA,BAEURE0UGR2,R2,Wind,2019-02-06,2019-03-30,,7.5
2497,NE,BA,type C,UMBURANAS 6,on_wind,UMBURANAS 6,EOL.CV.BA.031796-9,UG   10 MW UBN_UMBURANAS 6          R1 BA,BAEURF0UGR1,R1,Wind,2019-03-08,2019-03-21,,10.0
2498,NE,BA,type C,UMBURANAS 6,on_wind,UMBURANAS 6,EOL.CV.BA.031796-9,UG   10 MW UBN_UMBURANAS 6          R2 BA,BAEURF0UGR2,R2,Wind,2019-03-08,2019-03-21,,10.0
2499,NE,BA,type C,UMBURANAS 8,on_wind,UMBURANAS 8,EOL.CV.BA.031832-9,UG 12P5 MW UBN_UMBURANAS 8          R1 BA,BAEUR80UGR1,R1,Wind,2018-12-01,2019-02-06,,12.5
2500,NE,BA,type C,UMBURANAS 8,on_wind,UMBURANAS 8,EOL.CV.BA.031832-9,UG 12P5 MW UBN_UMBURANAS 8          R2 BA,BAEUR80UGR2,R2,Wind,2018-12-01,2019-02-06,,12.5
2501,NE,BA,type C,UMBURANAS 9,on_wind,UMBURANAS 9,EOL.CV.BA.031743-8,UG  7P5 MW UBN_UMBURANAS 9          R1 BA,BAEURI0UGR1,R1,Wind,2019-02-23,2019-03-13,,7.5
2502,NE,BA,type C,UMBURANAS 9,on_wind,UMBURANAS 9,EOL.CV.BA.031743-8,UG   10 MW UBN_UMBURANAS 9          R2 BA,BAEURI0UGR2,R2,Wind,2019-02-23,2019-03-13,,10.0
2503,NE,BA,type C,UMBUZEIRO,on_wind,UMBUZEIRO,EOL.CV.BA.032111-7,UG  8P1 MW QUN_UMBUZEIRO           R08 BA,BAEUMB0R08,R08,Wind,2022-06-16,2022-08-25,,8.1
2504,NE,BA,type C,UMBUZEIRO,on_wind,UMBUZEIRO,EOL.CV.BA.032111-7,UG 10P8 MW QUN_UMBUZEIRO           R09 BA,BAEUMB0R09,R09,Wind,2022-06-16,2022-08-25,,10.8
2505,NE,BA,type C,VAQUETA,on_wind,VAQUETA,EOL.CV.BA.031424-2,UG 11P4 MW ABL_VAQUETA             R34 BA,BAEVAQ0R34,R34,Wind,2021-12-15,2022-02-10,,11.4
2506,NE,BA,type C,VAQUETA,on_wind,VAQUETA,EOL.CV.BA.031424-2,UG   12 MW ABL_VAQUETA             R35 BA,BAEVAQ0R35,R35,Wind,2021-12-15,2022-02-10,,12.0
2507,NE,BA,type C,VELLOZIA,on_wind,VELLOZIA,EOL.CV.BA.032113-3,UG  8P1 MW ABD_VELLOZIA            R24 BA,BAEVLZ0UGR,R24,Wind,2022-06-16,2022-10-27,,8.1
2508,NE,BA,type C,VELLOZIA,on_wind,VELLOZIA,EOL.CV.BA.032113-3,UG  8P4 MW ABD_VELLOZIA            R25 BA,BAEVLZ0UGR2,R25,Wind,2022-06-16,2022-10-27,,8.4
2509,NE,BA,type C,VENTOS DA ANDORINHA,on_wind,VENTOS DA ANDORINHA,EOL.CV.BA.030944-3,UG   14 MW CFO_VNT ANDORIN           1 BA,BAUEVA0G1,1,Wind,2015-09-25,2015-11-14,,14.0
2510,NE,BA,type C,VENTOS DA ANDORINHA,on_wind,VENTOS DA ANDORINHA,EOL.CV.BA.030944-3,UG   16 MW CFO_VNT ANDORIN           2 BA,BAUEVA0UG2,2,Wind,2015-09-25,2015-11-14,,16.0
2511,NE,BA,type C,VENTOS DA BAHIA I,on_wind,VENTOS DA BAHIA I,EOL.CV.BA.032526-0,UG 13P2 MW VB2_VNT BAHIA 1          R1 BA,BAEB010UGR1,R1,Wind,2018-06-27,2018-09-07,,13.2
2512,NE,BA,type C,VENTOS DA BAHIA I,on_wind,VENTOS DA BAHIA I,EOL.CV.BA.032526-0,UG 15P4 MW VB2_VNT BAHIA 1          R2 BA,BAEB010UGR2,R2,Wind,2018-06-27,2018-09-07,,15.4
2513,NE,BA,type C,VENTOS DA BAHIA III,on_wind,VENTOS DA BAHIA III,EOL.CV.BA.032527-9,UG 15P4 MW VB2_VNT BAHIA 3          R1 BA,BAEB030UGR1,R1,Wind,2018-06-27,2018-09-12,,15.4
2514,NE,BA,type C,VENTOS DA BAHIA III,on_wind,VENTOS DA BAHIA III,EOL.CV.BA.032527-9,UG 15P4 MW VB2_VNT BAHIA 3          R2 BA,BAEB030UGR2,R2,Wind,2018-06-27,2018-09-12,,15.4
2515,NE,BA,type C,VENTOS DA BAHIA IX,on_wind,VENTOS DA BAHIA IX,EOL.CV.BA.032531-7,UG 15P4 MW VB2_VNT BAHIA 9          R1 BA,BAEB090UGR1,R1,Wind,2018-06-22,2018-09-12,,15.4
2516,NE,BA,type C,VENTOS DA BAHIA IX,on_wind,VENTOS DA BAHIA IX,EOL.CV.BA.032531-7,UG 13P2 MW VB2_VNT BAHIA 9          R2 BA,BAEB090UGR2,R2,Wind,2018-06-22,2018-09-12,,13.2
2517,NE,BA,type C,VENTOS DA BAHIA XIII,on_wind,VENTOS DA BAHIA XIII,EOL.CV.BA.032535-0,UG 16P5 MW VB3_VT BAHIA 13          R1 BA,BAEB130UG1,R1,Wind,2021-10-29,2021-12-15,,16.5
2518,NE,BA,type C,VENTOS DA BAHIA XIII,on_wind,VENTOS DA BAHIA XIII,EOL.CV.BA.032535-0,UG 16P5 MW VB3_VT BAHIA 13          R2 BA,BAEB130UGR2,R2,Wind,2021-11-18,2021-12-15,,16.5
2519,NE,BA,type C,VENTOS DA BAHIA XIII,on_wind,VENTOS DA BAHIA XIII,EOL.CV.BA.032535-0,UG 16P5 MW VB3_VT BAHIA 13          R3 BA,BAEB130UGR3,R3,Wind,2021-12-01,2022-01-12,,16.5
2520,NE,BA,type C,VENTOS DA BAHIA XIV,on_wind,VENTOS DA BAHIA XIV,EOL.CV.BA.032536-8,UG 16P5 MW VB3_VT BAHIA 14          R1 BA,BAEB140UGR1,R1,Wind,2021-10-27,2021-12-03,,16.5
2521,NE,BA,type C,VENTOS DA BAHIA XIV,on_wind,VENTOS DA BAHIA XIV,EOL.CV.BA.032536-8,UG 16P5 MW VB3_VT BAHIA 14          R2 BA,BAEB140UGR2,R2,Wind,2021-10-29,2021-12-03,,16.5
2522,NE,BA,type C,VENTOS DA BAHIAXVIII,on_wind,VENTOS DA BAHIA XVIII,EOL.CV.BA.034883-0,UG 15P4 MW VB2_VNT BAHIA18          R1 BA,BAEB180UGR1,R1,Wind,2018-06-22,2018-09-12,,15.4
2523,NE,BA,type C,VENTOS DA BAHIAXVIII,on_wind,VENTOS DA BAHIA XVIII,EOL.CV.BA.034883-0,UG 13P2 MW VB2_VNT BAHIA18          R2 BA,BAEB180UGR2,R2,Wind,2018-06-22,2018-09-12,,13.2
2524,NE,BA,type C,VENTOS DA BAHIAXXIII,on_wind,VENTOS DA BAHIA XXIII,EOL.CV.BA.035234-9,UG 16P5 MW VB3_VT BAHIA 23          R1 BA,BAEB230UGR1,R1,Wind,2022-01-22,2022-02-02,,16.5
2525,NE,BA,type C,VENTOS DA BAHIAXXIII,on_wind,VENTOS DA BAHIA XXIII,EOL.CV.BA.035234-9,UG 16P5 MW VB3_VT BAHIA 23          R2 BA,BAEB230UGR2,R2,Wind,2022-01-12,2022-02-09,,16.5
2526,NE,BA,type C,VENTOS DA BAHIAXXIII,on_wind,VENTOS DA BAHIA XXIII,EOL.CV.BA.035234-9,UG 16P5 MW VB3_VT BAHIA 23          R3 BA,BAEB230UGR3,R3,Wind,2021-12-22,2022-03-19,,16.5
2527,NE,BA,type C,VENTOS DA BAHIAXXVII,on_wind,VENTOS DA BAHIA XXVII,EOL.CV.BA.034889-9,UG 16P5 MW VB3_VT BAHIA 27          R1 BA,BAEB270UGR1,R1,Wind,2022-02-02,2022-03-08,,16.5
2528,NE,BA,type C,VENTOS DA BAHIAXXVII,on_wind,VENTOS DA BAHIA XXVII,EOL.CV.BA.034889-9,UG 16P5 MW VB3_VT BAHIA 27          R2 BA,BAEB270UGR2,R2,Wind,2022-01-26,2022-02-15,,16.5
2529,NE,BA,type C,VENTOS DA BAHIAXXVII,on_wind,VENTOS DA BAHIA XXVII,EOL.CV.BA.034889-9,UG 16P5 MW VB3_VT BAHIA 27          R3 BA,BAEB270UGR3,R3,Wind,2021-12-16,2022-02-05,,16.5
2530,NE,BA,type C,BABILONIA II,on_wind,VENTOS DA SANTA BEATRIZ,EOL.CV.BA.034738-8,UG 18P9 MW BAB_VT_ST_BEATR         R01 BA,BAESBE0R01,R01,Wind,2018-09-28,2018-11-24,,18.9
2531,NE,BA,type C,BABILONIA II,on_wind,VENTOS DA SANTA BEATRIZ,EOL.CV.BA.034738-8,UG  8P4 MW BAB_VT_ST_BEATR         R02 BA,BAESBE0R02,R02,Wind,2018-09-28,2018-11-24,,8.4
2532,NE,BA,type C,MORRO DO CHAPÉU II,on_wind,VENTOS DA SANTA DULCE,EOL.CV.BA.033648-3,UG   14 MW MCS_SANTA DULCE          R1 BA,BAESTD0UGR1,R1,Wind,2018-01-24,2018-06-29,,14.0
2533,NE,BA,type C,MORRO DO CHAPÉU II,on_wind,VENTOS DA SANTA DULCE,EOL.CV.BA.033648-3,UG   14 MW MCS_SANTA DULCE          R2 BA,BAESTD0UGR2,R2,Wind,2018-01-24,2018-06-29,,14.0
2534,NE,BA,type C,MORRO DO CHAPÉU II,on_wind,VENTOS DA SANTA ESPERANÇA,EOL.CV.BA.033649-1,UG   14 MW MCS_S ESPERANÇA          R1 BA,BAESTE0UGR1,R1,Wind,2018-01-24,2018-06-29,,14.0
2535,NE,BA,type C,MORRO DO CHAPÉU II,on_wind,VENTOS DA SANTA ESPERANÇA,EOL.CV.BA.033649-1,UG   14 MW MCS_S ESPERANÇA          R2 BA,BAESTE0UGR2,R2,Wind,2018-01-24,2018-06-29,,14.0
2536,NE,BA,type C,CAMPO FORMOSO I,on_wind,VENTOS DE CAMPO FORMOSO I,EOL.CV.BA.030943-5,UG   14 MW CFO_VT CM FOR 1           1 BA,BAEVC10G1,1,Wind,2015-10-27,2016-01-23,,14.0
2537,NE,BA,type C,CAMPO FORMOSO I,on_wind,VENTOS DE CAMPO FORMOSO I,EOL.CV.BA.030943-5,UG   16 MW CFO_VT CM FOR 1           2 BA,BAEVC10UG2,2,Wind,2015-10-27,2016-01-23,,16.0
2538,NE,BA,type C,CAMPO FORMOSO II,on_wind,VENTOS DE CAMPO FORMOSO II,EOL.CV.BA.031010-7,UG   16 MW CFO_VT CM FOR 2           1 BA,BAEVC20G1,1,Wind,2015-09-25,2015-12-08,,16.0
2539,NE,BA,type C,CAMPO FORMOSO II,on_wind,VENTOS DE CAMPO FORMOSO II,EOL.CV.BA.031010-7,UG   14 MW CFO_VT CM FOR 2           2 BA,BAEVC20UG2,2,Wind,2015-09-25,2015-12-08,,14.0
2540,NE,BA,type C,VENTOS DOS GUARAS I,on_wind,VENTOS DE GUARÁS I,EOL.CV.BA.031563-0,UG   14 MW CFO_VT GUARAS I           1 BA,BAUEVG0G1,1,Wind,2016-04-05,2016-04-26,,14.0
2541,NE,BA,type C,VENTOS DOS GUARAS I,on_wind,VENTOS DE GUARÁS I,EOL.CV.BA.031563-0,UG   16 MW CFO_VT GUARAS I           2 BA,BAUEVG0UG2,2,Wind,2016-04-05,2016-04-26,,16.0
2542,NE,BA,type C,VENTOS DE MORRINHOS,on_wind,VENTOS DE MORRINHOS,EOL.CV.BA.030945-1,UG   14 MW CFO_VNT MORRINH           1 BA,BAUEVM0G1,1,Wind,2015-09-25,2015-11-14,,14.0
2543,NE,BA,type C,VENTOS DE MORRINHOS,on_wind,VENTOS DE MORRINHOS,EOL.CV.BA.030945-1,UG   16 MW CFO_VNT MORRINH           2 BA,BAUEVM0UG2,2,Wind,2015-09-25,2015-11-14,,16.0
2544,NE,BA,type C,BABILONIA I,on_wind,VENTOS DE SANTA APARECIDA,EOL.CV.BA.034736-1,UG 12P6 MW BAB_VT_ST_APARE         R01 BA,BAESAC0R01,R01,Wind,2018-09-28,2018-11-24,,12.6
2545,NE,BA,type C,BABILONIA I,on_wind,VENTOS DE SANTA APARECIDA,EOL.CV.BA.034736-1,UG 14P7 MW BAB_VT_ST_APARE         R02 BA,BAESAC0R02,R02,Wind,2018-09-28,2018-11-24,,14.7
2546,NE,BA,type C,BABILONIA IV,on_wind,VENTOS DE SANTA AURORA,EOL.CV.BA.034742-6,UG 10P5 MW BAB_VT_ST_AUROR         R01 BA,BAESAU0R01,R01,Wind,2018-09-28,2018-11-24,,10.5
2547,NE,BA,type C,BABILONIA IV,on_wind,VENTOS DE SANTA AURORA,EOL.CV.BA.034742-6,UG 16P8 MW BAB_VT_ST_AUROR         R02 BA,BAESAU0R02,R02,Wind,2018-09-28,2018-11-24,,16.8
2548,NE,BA,type C,BABILONIA V,on_wind,VENTOS DE SANTA EMILIA,EOL.CV.BA.034717-5,UG 14P7 MW BAB_VT_ST_EMILI         R01 BA,BAESEM0R01,R01,Wind,2018-09-28,2018-11-14,,14.7
