id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2023-07-18;3698.92211914;70.31120300;3594.91699219;68.33419800
NE;NORDESTE;2023-07-18;2356.75195313;62.43009949;2336.73193359;61.89970016
S;SUL;2023-07-18;20520.27148438;187.67649841;12812.25976563;117.17980194
SE;SUDESTE;2023-07-18;23042.83203125;89.85399628;22936.07617188;89.43769836
N;NORTE;2023-07-19;3660.34301758;69.57779694;3548.59301758;67.45359802
NE;NORDESTE;2023-07-19;2326.50488281;61.62879944;2307.91503906;61.13639832
S;SUL;2023-07-19;18414.33984375;168.41589355;12267.90429688;112.20110321
SE;SUDESTE;2023-07-19;22797.84570313;88.89869690;22670.59375000;88.40249634
N;NORTE;2023-07-20;3614.25000000;68.70169830;3523.71508789;66.98069763
NE;NORDESTE;2023-07-20;2271.31005859;60.16669846;2250.57495117;59.61750031
S;SUL;2023-07-20;16772.36328125;153.39849854;10152.84179688;92.85700226
SE;SUDESTE;2023-07-20;22653.28125000;88.33499908;22369.83203125;87.22969818
N;NORTE;2023-07-21;3562.06591797;67.70970154;3452.43310547;65.62580109
NE;NORDESTE;2023-07-21;2236.65502930;59.24869919;2214.48999023;58.66159821
S;SUL;2023-07-21;15401.68652344;140.86239624;11565.91406250;105.78079987
SE;SUDESTE;2023-07-21;22470.39648438;87.62180328;22116.87695313;86.24330139
N;NORTE;2023-07-22;3507.02587891;66.66349792;3402.43408203;64.67539978
NE;NORDESTE;2023-07-22;2212.76196289;58.61579895;2192.74194336;58.08549881
S;SUL;2023-07-22;14199.85839844;129.87060547;10371.98339844;94.86119843
SE;SUDESTE;2023-07-22;22251.41406250;86.76789856;21999.48632813;85.78559875
N;NORTE;2023-07-23;3463.32690430;65.83280182;3364.05908203;63.94589996
NE;NORDESTE;2023-07-23;2162.27709961;57.27849960;2155.12695313;57.08909988
S;SUL;2023-07-23;13481.44140625;123.30000305;8155.79785156;74.59220123
SE;SUDESTE;2023-07-23;21964.88671875;85.65059662;21464.71875000;83.70030212
N;NORTE;2023-07-24;3380.86694336;64.26540375;3279.74707031;62.34329987
NE;NORDESTE;2023-07-24;2107.02294922;55.81480026;2100.58789063;55.64429855
S;SUL;2023-07-24;12464.76074219;114.00160217;9934.61230469;90.86100006
SE;SUDESTE;2023-07-24;21602.57031250;84.23780060;21278.85546875;82.97550201
N;NORTE;2023-07-25;3311.29907227;62.94300079;3236.55688477;61.52230072
NE;NORDESTE;2023-07-25;2051.07910156;54.33280182;2051.07910156;54.33280182
S;SUL;2023-07-25;11324.79101563;103.57550049;10576.20605469;96.72899628
SE;SUDESTE;2023-07-25;21290.16210938;83.01959991;20905.51171875;81.51969910
N;NORTE;2023-07-26;3229.80297852;61.39390182;3149.04199219;59.85869980
NE;NORDESTE;2023-07-26;2014.30395508;53.35869980;2014.30395508;53.35869980
S;SUL;2023-07-26;10425.03710938;95.34639740;9982.98144531;91.30339813
SE;SUDESTE;2023-07-26;21037.92187500;82.03600311;20463.65625000;79.79669952
N;NORTE;2023-07-27;3191.94189453;60.67419815;3086.33398438;58.66680145
NE;NORDESTE;2023-07-27;1985.75903320;52.60250092;1985.75903320;52.60250092
S;SUL;2023-07-27;9788.71386719;89.52670288;9632.31933594;88.09629822
SE;SUDESTE;2023-07-27;20821.03515625;81.19029999;20446.85742188;79.73120117
N;NORTE;2023-07-28;3161.63403320;60.09809875;3029.87207031;57.59349823
NE;NORDESTE;2023-07-28;1995.94396973;52.87229919;1995.94396973;52.87229919
S;SUL;2023-07-28;9591.95410156;87.72709656;9385.69726563;85.84069824
SE;SUDESTE;2023-07-28;20599.98242188;80.32830048;20234.65625000;78.90370178
N;NORTE;2023-07-29;3095.81591797;58.84700012;2965.15405273;56.36330032
NE;NORDESTE;2023-07-29;2046.29895020;54.20619965;2046.29895020;54.20619965
S;SUL;2023-07-29;9312.73925781;85.17350006;8785.80761719;80.35420227
SE;SUDESTE;2023-07-29;20427.51171875;79.65570068;20177.56835938;78.68109894
N;NORTE;2023-07-30;3031.53002930;57.62500000;2924.86108398;55.59740067
NE;NORDESTE;2023-07-30;2097.46093750;55.56150055;2097.46093750;55.56150055
S;SUL;2023-07-30;8524.70117188;77.96610260;8221.91015625;75.19680023
SE;SUDESTE;2023-07-30;20293.04882813;79.13140106;19856.44531250;77.42890167
N;NORTE;2023-07-31;2968.88989258;56.43429947;2864.02490234;54.44100189
NE;NORDESTE;2023-07-31;2144.28100586;56.80170059;2130.69604492;56.44189835
S;SUL;2023-07-31;7758.38818359;70.95749664;7680.14208984;70.24189758
SE;SUDESTE;2023-07-31;20064.46875000;78.24009705;19731.12304688;76.94020081
N;NORTE;2023-08-01;2876.81909180;90.20140076;2802.00903320;87.85579681
NE;NORDESTE;2023-08-01;2180.71704102;66.23179626;2174.99707031;66.05809784
S;SUL;2023-08-01;6977.46386719;69.94899750;6911.54882813;69.28820038
SE;SUDESTE;2023-08-01;19894.94726563;96.82959747;19702.92382813;95.89499664
N;NORTE;2023-08-02;2784.72094727;87.31369781;2722.25488281;85.35510254
NE;NORDESTE;2023-08-02;2199.82788086;66.81220245;2185.52807617;66.37789917
S;SUL;2023-08-02;6489.58398438;65.05809784;6428.82324219;64.44889832
SE;SUDESTE;2023-08-02;19664.93945313;95.71019745;19483.45312500;94.82689667
N;NORTE;2023-08-03;2726.67602539;85.49369812;2664.20996094;83.53510284
NE;NORDESTE;2023-08-03;2212.24389648;67.18930054;2190.79296875;66.53780365
S;SUL;2023-08-03;6078.69824219;60.93889999;6011.70605469;60.26729965
SE;SUDESTE;2023-08-03;19670.91210938;95.73919678;19481.11328125;94.81549835
N;NORTE;2023-08-04;2704.44409180;84.79660034;2629.41308594;82.44409943
NE;NORDESTE;2023-08-04;2220.41406250;67.43740082;2200.39404297;66.82939911
S;SUL;2023-08-04;5684.01318359;56.98220062;5626.68994141;56.40750122
SE;SUDESTE;2023-08-04;19587.04101563;95.33100128;19375.55664063;94.30169678
N;NORTE;2023-08-05;2670.86010742;83.74359894;2591.87988281;81.26730347
NE;NORDESTE;2023-08-05;2216.99389648;67.33360291;2035.15405273;61.81079865
S;SUL;2023-08-05;5379.90576172;53.93349838;5321.97021484;53.35269928
SE;SUDESTE;2023-08-05;19437.01562500;94.60079956;19072.55078125;92.82700348
N;NORTE;2023-08-06;2627.49291992;82.38390350;2558.02709961;80.20580292
NE;NORDESTE;2023-08-06;2193.73095703;66.62699890;2172.28100586;65.97560120
S;SUL;2023-08-06;5105.72119141;51.18479919;4917.46386719;49.29759979
SE;SUDESTE;2023-08-06;19243.36328125;93.65830231;18627.24414063;90.65969849
N;NORTE;2023-08-07;2565.65991211;80.44509888;2507.50195313;78.62159729
NE;NORDESTE;2023-08-07;2156.46508789;65.49520111;2137.15991211;64.90889740
S;SUL;2023-08-07;4998.41308594;50.10910034;4874.57324219;48.86759949
SE;SUDESTE;2023-08-07;19010.87695313;92.52680206;18847.07617188;91.72959900
N;NORTE;2023-08-08;2495.89599609;78.25769806;2463.22290039;77.23329926
NE;NORDESTE;2023-08-08;2120.82495117;64.41280365;2120.82495117;64.41280365
S;SUL;2023-08-08;5243.18310547;52.56290054;5184.05517578;51.97010040
SE;SUDESTE;2023-08-08;18797.79687500;91.48970032;18606.29882813;90.55770111
N;NORTE;2023-08-09;2434.74096680;76.34020233;2411.76489258;75.61979675
NE;NORDESTE;2023-08-09;2097.60302734;63.70750046;2082.58789063;63.25149918
S;SUL;2023-08-09;5791.12890625;58.05599976;5531.11816406;55.44940186
SE;SUDESTE;2023-08-09;18544.32812500;90.25610352;18421.80859375;89.65979767
N;NORTE;2023-08-10;2404.62792969;75.39600372;2381.47192383;74.66999817
NE;NORDESTE;2023-08-10;2118.66210938;64.34709930;2102.93188477;63.86930084
S;SUL;2023-08-10;7068.23291016;70.85900116;6358.38281250;63.74280167
SE;SUDESTE;2023-08-10;18342.90429688;89.27580261;18156.41406250;88.36810303
N;NORTE;2023-08-11;2381.94506836;74.68479919;2357.71191406;73.92500305
NE;NORDESTE;2023-08-11;2174.12207031;66.03150177;2174.12207031;66.03150177
S;SUL;2023-08-11;9206.04003906;92.29049683;8841.91601563;88.64019775
SE;SUDESTE;2023-08-11;18394.38281250;89.52629852;18116.72656250;88.17489624
N;NORTE;2023-08-12;2349.49707031;73.66739655;2339.08593750;73.34100342
NE;NORDESTE;2023-08-12;2229.69506836;67.71929932;2229.69506836;67.71929932
S;SUL;2023-08-12;13367.74902344;134.01159668;12821.89355469;128.53939819
SE;SUDESTE;2023-08-12;18460.60546875;89.84860229;18238.62109375;88.76820374
N;NORTE;2023-08-13;2297.84594727;72.04789734;2269.66503906;71.16429901
NE;NORDESTE;2023-08-13;2300.68188477;69.87529755;2300.68188477;69.87529755
S;SUL;2023-08-13;15964.58593750;160.04490662;11617.23925781;116.46279907
SE;SUDESTE;2023-08-13;18688.17382813;90.95619965;18347.80664063;89.29959869
N;NORTE;2023-08-14;2249.87597656;70.54389954;2246.28588867;70.43129730
NE;NORDESTE;2023-08-14;2361.73901367;71.72969818;2361.73901367;71.72969818
S;SUL;2023-08-14;15296.11132813;153.34339905;13984.58886719;140.19540405
SE;SUDESTE;2023-08-14;18832.57226563;91.65899658;18716.36523438;91.09339905
N;NORTE;2023-08-15;2196.29907227;68.86399841;2120.38891602;66.48390198
NE;NORDESTE;2023-08-15;2369.82202148;71.97519684;2369.82202148;71.97519684
S;SUL;2023-08-15;13679.53125000;137.13720703;12289.13769531;123.19860077
SE;SUDESTE;2023-08-15;18698.66796875;91.00730133;18420.57617188;89.65380096
N;NORTE;2023-08-16;2141.42895508;67.14360046;2125.09399414;66.63140106
NE;NORDESTE;2023-08-16;2347.17504883;71.28739929;2334.30493164;70.89649963
S;SUL;2023-08-16;12209.79003906;122.40309906;10607.46972656;106.33979797
SE;SUDESTE;2023-08-16;18472.88281250;89.90840149;18320.39453125;89.16619873
N;NORTE;2023-08-17;2069.49291992;64.88800049;2068.59497070;64.85990143
NE;NORDESTE;2023-08-17;2266.31396484;68.83149719;2260.59399414;68.65779877
S;SUL;2023-08-17;11078.13671875;111.05829620;9882.30175781;99.06999969
SE;SUDESTE;2023-08-17;18288.43359375;89.01069641;18028.21093750;87.74410248
N;NORTE;2023-08-18;2002.93103027;62.80099869;1993.23803711;62.49710083
NE;NORDESTE;2023-08-18;2142.72192383;65.07779694;2134.85693359;64.83889771
S;SUL;2023-08-18;10402.13671875;104.28140259;9644.67089844;96.68779755
SE;SUDESTE;2023-08-18;18166.29492188;88.41619873;17863.46093750;86.94229889
N;NORTE;2023-08-19;1954.01196289;61.26720047;1954.01196289;61.26720047
NE;NORDESTE;2023-08-19;2081.58911133;63.22109985;2074.43896484;63.00400162
S;SUL;2023-08-19;9880.29980469;99.05000305;8762.17578125;87.84079742
SE;SUDESTE;2023-08-19;18178.58789063;88.47599792;17892.37109375;87.08300018
N;NORTE;2023-08-20;1924.46997070;60.34090042;1918.72595215;60.16080093
NE;NORDESTE;2023-08-20;2068.01904297;62.80899811;2068.01904297;62.80899811
S;SUL;2023-08-20;9351.77832031;93.75150299;7963.17578125;79.83080292
SE;SUDESTE;2023-08-20;18198.27539063;88.57180023;17939.64648438;87.31310272
N;NORTE;2023-08-21;1898.18103027;59.51660156;1827.66699219;57.30569839
NE;NORDESTE;2023-08-21;2062.80004883;62.65050125;2062.80004883;62.65050125
S;SUL;2023-08-21;8636.56835938;86.58159637;7987.73486328;80.07700348
SE;SUDESTE;2023-08-21;18079.72656250;87.99490356;17942.87109375;87.32879639
N;NORTE;2023-08-22;1859.14404297;58.29259872;1851.60498047;58.05630112
NE;NORDESTE;2023-08-22;2064.52490234;62.70289993;2064.52490234;62.70289993
S;SUL;2023-08-22;7981.03808594;80.00990295;7226.54589844;72.44609833
SE;SUDESTE;2023-08-22;17961.43945313;87.41919708;17852.69140625;86.88990021
N;NORTE;2023-08-23;1821.91003418;57.12519836;1821.91003418;57.12519836
NE;NORDESTE;2023-08-23;2065.29809570;62.72629929;2065.29809570;62.72629929
S;SUL;2023-08-23;7447.65380859;74.66269684;6908.31103516;69.25579834
SE;SUDESTE;2023-08-23;17941.72265625;87.32319641;17751.29101563;86.39640045
N;NORTE;2023-08-24;1790.60400391;56.14360046;1790.60400391;56.14360046
NE;NORDESTE;2023-08-24;2067.04199219;62.77930069;2067.04199219;62.77930069
S;SUL;2023-08-24;7059.75683594;70.77400208;6585.02197266;66.01480103
SE;SUDESTE;2023-08-24;17830.30859375;86.78089905;17489.17578125;85.12059784
N;NORTE;2023-08-25;1771.63696289;55.54890060;1771.63696289;55.54890060
NE;NORDESTE;2023-08-25;2057.35595703;62.48509979;2057.35595703;62.48509979
S;SUL;2023-08-25;7044.71923828;70.62329865;6855.93603516;68.73069763
SE;SUDESTE;2023-08-25;17668.62304688;85.99400330;17324.77539063;84.32050323
N;NORTE;2023-08-26;1764.81494141;55.33499908;1764.81494141;55.33499908
NE;NORDESTE;2023-08-26;2058.50390625;62.52000046;2058.50390625;62.52000046
S;SUL;2023-08-26;6868.94384766;68.86109924;6756.62109375;67.73509979
SE;SUDESTE;2023-08-26;17534.49804688;85.34120178;17344.37109375;84.41590118
N;NORTE;2023-08-27;1764.25305176;55.31740189;1764.25305176;55.31740189
NE;NORDESTE;2023-08-27;2057.54492188;62.49089813;2057.54492188;62.49089813
S;SUL;2023-08-27;6250.43505859;62.66059875;6107.47607422;61.22740173
SE;SUDESTE;2023-08-27;17600.19531250;85.66100311;17458.68554688;84.97219849
N;NORTE;2023-08-28;1772.72302246;55.58290100;1772.72302246;55.58290100
NE;NORDESTE;2023-08-28;2063.66088867;62.67660141;2054.36596680;62.39429855
S;SUL;2023-08-28;5777.78076172;57.92219925;5684.79101563;56.99000168
SE;SUDESTE;2023-08-28;17821.95898438;86.74030304;17567.89257813;85.50370026
N;NORTE;2023-08-29;1791.51403809;56.17210007;1791.51403809;56.17210007
NE;NORDESTE;2023-08-29;2057.42895508;62.48730087;2057.42895508;62.48730087
S;SUL;2023-08-29;5412.99218750;54.26520157;5354.15478516;53.67539978
SE;SUDESTE;2023-08-29;18092.66796875;88.05780029;17713.31054688;86.21150208
N;NORTE;2023-08-30;1825.96594238;57.25239944;1825.96594238;57.25239944
NE;NORDESTE;2023-08-30;2038.00805664;61.89749908;2022.99304199;61.44150162
S;SUL;2023-08-30;5129.38623047;51.42210007;5071.96484375;50.84640121
SE;SUDESTE;2023-08-30;18282.43164063;88.98139954;17886.42187500;87.05400085
N;NORTE;2023-08-31;1849.94702148;58.00429916;1849.94702148;58.00429916
NE;NORDESTE;2023-08-31;2035.97998047;61.83589935;2025.96997070;61.53189850
S;SUL;2023-08-31;4888.48583984;49.00709915;4833.89599609;48.45980072
SE;SUDESTE;2023-08-31;18426.79296875;89.68399811;18059.20898438;87.89499664
N;NORTE;2023-09-01;1879.63598633;82.71859741;1879.63598633;82.71859741
NE;NORDESTE;2023-09-01;2028.82397461;68.99900055;2028.82397461;68.99900055
S;SUL;2023-09-01;4927.74414063;42.30239868;4865.23193359;41.76580048
SE;SUDESTE;2023-09-01;18719.36328125;95.29450226;18352.12695313;93.42500305
N;NORTE;2023-09-02;1922.66796875;84.61239624;1922.66796875;84.61239624
NE;NORDESTE;2023-09-02;2024.54699707;68.85350037;2024.54699707;68.85350037
S;SUL;2023-09-02;6026.84277344;51.73770142;5962.20605469;51.18280029
SE;SUDESTE;2023-09-02;18737.32031250;95.38590240;18554.54492188;94.45539856
N;NORTE;2023-09-03;1949.68200684;85.80120087;1949.68200684;85.80120087
NE;NORDESTE;2023-09-03;2030.09997559;69.04239655;2030.09997559;69.04239655
S;SUL;2023-09-03;9270.35058594;79.58170319;9187.62011719;78.87149811
SE;SUDESTE;2023-09-03;18688.10156250;95.13529968;18520.82812500;94.28379822
N;NORTE;2023-09-04;1950.81994629;85.85130310;1950.81994629;85.85130310
NE;NORDESTE;2023-09-04;2035.49694824;69.22589874;2017.62194824;68.61799622
S;SUL;2023-09-04;33895.50781250;290.97738647;20739.99804688;178.04339600
SE;SUDESTE;2023-09-04;18849.99414063;95.95950317;18500.03906250;94.17790222
N;NORTE;2023-09-05;1945.85302734;85.63269806;1945.85302734;85.63269806
NE;NORDESTE;2023-09-05;2054.07910156;69.85790253;2054.07910156;69.85790253
S;SUL;2023-09-05;43421.90625000;372.75720215;21852.27539063;187.59179688
SE;SUDESTE;2023-09-05;19310.84960938;98.30549622;18954.79687500;96.49299622
N;NORTE;2023-09-06;1936.97998047;85.24220276;1936.97998047;85.24220276
NE;NORDESTE;2023-09-06;2048.46289063;69.66690063;2048.46289063;69.66690063
S;SUL;2023-09-06;34688.69531250;297.78649902;22298.16992188;191.41949463
SE;SUDESTE;2023-09-06;19597.78515625;99.76619720;19214.66406250;97.81590271
N;NORTE;2023-09-07;1917.98400879;84.40619659;1917.98400879;84.40619659
NE;NORDESTE;2023-09-07;2042.04602051;69.44860077;2032.75097656;69.13249969
S;SUL;2023-09-07;26205.10742188;224.95880127;16742.59960938;143.72749329
SE;SUDESTE;2023-09-07;19949.53320313;101.55690002;19750.23437500;100.54229736
N;NORTE;2023-09-08;1893.08496094;83.31050110;1893.08496094;83.31050110
NE;NORDESTE;2023-09-08;2051.01806641;69.75379944;2045.29797363;69.55919647
S;SUL;2023-09-08;22445.02929688;192.68029785;15305.64453125;131.39190674
SE;SUDESTE;2023-09-08;19930.51757813;101.46009827;19797.95312500;100.78520203
N;NORTE;2023-09-09;1858.62805176;81.79409790;1858.62805176;81.79409790
NE;NORDESTE;2023-09-09;2060.02197266;70.05999756;2060.02197266;70.05999756
S;SUL;2023-09-09;21156.76367188;181.62109375;15657.14257813;134.40939331
SE;SUDESTE;2023-09-09;19781.78906250;100.70290375;19680.43750000;100.18699646
N;NORTE;2023-09-10;1822.82202148;80.21839905;1793.46203613;78.92630005
NE;NORDESTE;2023-09-10;2079.66210938;70.72789764;2079.66210938;70.72789764
S;SUL;2023-09-10;19084.90625000;163.83520508;14394.75585938;123.57240295
SE;SUDESTE;2023-09-10;19639.31445313;99.97760010;19530.30468750;99.42269897
N;NORTE;2023-09-11;1782.93798828;78.46320343;1782.37500000;78.43840027
NE;NORDESTE;2023-09-11;2109.84692383;71.75450134;2109.84692383;71.75450134
S;SUL;2023-09-11;16104.42871094;138.24909973;13835.34179688;118.77010345
SE;SUDESTE;2023-09-11;19351.92187500;98.51460266;19050.85351563;96.98200226
N;NORTE;2023-09-12;1744.51501465;76.77220154;1744.51501465;76.77220154
NE;NORDESTE;2023-09-12;2140.11694336;72.78399658;2140.11694336;72.78399658
S;SUL;2023-09-12;13313.83203125;114.29309845;11546.58398438;99.12210083
SE;SUDESTE;2023-09-12;18969.43554688;96.56749725;18677.14257813;95.07949829
N;NORTE;2023-09-13;1717.64697266;75.58979797;1717.64697266;75.58979797
NE;NORDESTE;2023-09-13;2176.47900391;74.02059937;2176.47900391;74.02059937
S;SUL;2023-09-13;13792.22167969;118.39990234;11390.15234375;97.77919769
SE;SUDESTE;2023-09-13;18522.33593750;94.29139709;18193.09765625;92.61540222
N;NORTE;2023-09-14;1699.23205566;74.77940369;1699.23205566;74.77940369
NE;NORDESTE;2023-09-14;2191.51000977;74.53179932;2191.51000977;74.53179932
S;SUL;2023-09-14;14019.79199219;120.35350037;11270.71386719;96.75389862
SE;SUDESTE;2023-09-14;18241.69921875;92.86280060;17940.49218750;91.32949829
N;NORTE;2023-09-15;1663.94201660;73.22640228;1663.94201660;73.22640228
NE;NORDESTE;2023-09-15;2157.68090820;73.38130188;2157.68090820;73.38130188
S;SUL;2023-09-15;12691.11523438;108.94740295;9705.00878906;83.31300354
SE;SUDESTE;2023-09-15;17909.71679688;91.17279816;17721.41210938;90.21420288
N;NORTE;2023-09-16;1627.98596191;71.64409637;1627.98596191;71.64409637
NE;NORDESTE;2023-09-16;2172.88208008;73.89830017;2163.58691406;73.58219910
S;SUL;2023-09-16;11173.84277344;95.92230225;8713.06152344;74.79759979
SE;SUDESTE;2023-09-16;17592.81640625;89.55960083;17398.13281250;88.56849670
N;NORTE;2023-09-17;1603.16198730;70.55159760;1603.16198730;70.55159760
NE;NORDESTE;2023-09-17;2189.77392578;74.47280121;2181.19409180;74.18099976
S;SUL;2023-09-17;9663.77246094;82.95899963;7949.45019531;68.24240112
SE;SUDESTE;2023-09-17;17165.57421875;87.38459778;16910.74023438;86.08730316
N;NORTE;2023-09-18;1586.44396973;69.81590271;1586.44396973;69.81590271
NE;NORDESTE;2023-09-18;2192.27392578;74.55780029;2192.27392578;74.55780029
S;SUL;2023-09-18;8859.71972656;76.05660248;8203.70019531;70.42500305
SE;SUDESTE;2023-09-18;16717.64648438;85.10430145;16421.14843750;83.59500122
N;NORTE;2023-09-19;1559.89001465;68.64730072;1559.89001465;68.64730072
NE;NORDESTE;2023-09-19;2194.30908203;74.62699890;2194.30908203;74.62699890
S;SUL;2023-09-19;10327.77441406;88.65920258;9258.39160156;79.47899628
SE;SUDESTE;2023-09-19;16422.12500000;83.59989929;16098.21875000;81.95099640
N;NORTE;2023-09-20;1539.32397461;67.74220276;1539.32397461;67.74220276
NE;NORDESTE;2023-09-20;2169.50000000;73.78330231;2153.77001953;73.24829865
S;SUL;2023-09-20;12720.79980469;109.20220184;10664.09179688;91.54630280
SE;SUDESTE;2023-09-20;16183.07226563;82.38300323;15786.95214844;80.36650085
N;NORTE;2023-09-21;1503.54699707;66.16780090;1503.54699707;66.16780090
NE;NORDESTE;2023-09-21;2111.24609375;71.80210114;2102.66601563;71.51029968
S;SUL;2023-09-21;12230.75976563;104.99549866;10917.05859375;93.71790314
SE;SUDESTE;2023-09-21;15940.17382813;81.14649963;15565.16406250;79.23739624
N;NORTE;2023-09-22;1479.83898926;65.12439728;1479.83898926;65.12439728
NE;NORDESTE;2023-09-22;2061.34106445;70.10489655;2046.32604980;69.59420013
S;SUL;2023-09-22;12001.67773438;103.02890015;10681.04589844;91.69190216
SE;SUDESTE;2023-09-22;15621.55273438;79.52449799;15260.64160156;77.68720245
N;NORTE;2023-09-23;1466.23303223;64.52570343;1466.09204102;64.51950073
NE;NORDESTE;2023-09-23;2032.69104004;69.13050079;2032.69104004;69.13050079
S;SUL;2023-09-23;12542.17675781;107.66880035;10342.02929688;88.78160095
SE;SUDESTE;2023-09-23;15329.71093750;78.03880310;15071.51855469;76.72440338
N;NORTE;2023-09-24;1452.92297363;63.93989944;1452.92297363;63.93989944
NE;NORDESTE;2023-09-24;2010.36694336;68.37129974;2000.35705566;68.03079987
S;SUL;2023-09-24;11537.86816406;99.04730225;9236.52441406;79.29129791
SE;SUDESTE;2023-09-24;14960.41894531;76.15879822;14813.97070313;75.41329956
N;NORTE;2023-09-25;1468.46801758;64.62400055;1468.46801758;64.62400055
NE;NORDESTE;2023-09-25;2002.99194336;68.12039948;1999.41699219;67.99890137
S;SUL;2023-09-25;12413.37988281;106.56320190;9201.97265625;78.99469757
SE;SUDESTE;2023-09-25;14672.73730469;74.69429779;14389.52734375;73.25260162
N;NORTE;2023-09-26;1478.98706055;65.08689880;1478.98706055;65.08689880
NE;NORDESTE;2023-09-26;1969.47705078;66.98059845;1969.47705078;66.98059845
S;SUL;2023-09-26;16019.39941406;137.51919556;7818.42822266;67.11759949
SE;SUDESTE;2023-09-26;14444.97363281;73.53489685;14161.73632813;72.09300232
N;NORTE;2023-09-27;1476.82299805;64.99169922;1476.82299805;64.99169922
NE;NORDESTE;2023-09-27;1931.70202637;65.69589996;1931.70202637;65.69589996
S;SUL;2023-09-27;17898.24804688;153.64819336;10366.86523438;88.99479675
SE;SUDESTE;2023-09-27;14415.88867188;73.38680267;13988.39941406;71.21060181
N;NORTE;2023-09-28;1467.16003418;64.56649780;1467.16003418;64.56649780
NE;NORDESTE;2023-09-28;1901.91894531;64.68299866;1887.61901855;64.19670105
S;SUL;2023-09-28;17147.21679688;147.20100403;13440.63867188;115.38169861
SE;SUDESTE;2023-09-28;14420.04199219;73.40789795;13985.92480469;71.19799805
N;NORTE;2023-09-29;1461.07397461;64.29859924;1461.07397461;64.29859924
NE;NORDESTE;2023-09-29;1883.49304199;64.05639648;1883.49304199;64.05639648
S;SUL;2023-09-29;15113.08398438;129.73890686;13125.82910156;112.67919922
SE;SUDESTE;2023-09-29;14353.16503906;73.06749725;14049.20507813;71.52010345
N;NORTE;2023-09-30;1465.90405273;64.51119995;1462.53002930;64.36270142
NE;NORDESTE;2023-09-30;1863.78295898;63.38600159;1844.47802734;62.72949982
S;SUL;2023-09-30;12974.18066406;111.37740326;10984.29003906;94.29509735
SE;SUDESTE;2023-09-30;14440.08886719;73.51000214;14209.69531250;72.33709717
N;NORTE;2023-10-01;1471.01293945;61.52769852;1454.83703613;60.85110092
NE;NORDESTE;2023-10-01;1821.87695313;56.87500000;1804.71704102;56.33929825
S;SUL;2023-10-01;11899.62304688;89.61199951;9702.07324219;73.06300354
SE;SUDESTE;2023-10-01;15493.86914063;65.61019897;15079.90625000;63.85720062
N;NORTE;2023-10-02;1480.13000488;61.90900040;1460.58605957;61.09159851
NE;NORDESTE;2023-10-02;1761.71105957;54.99670029;1745.98095703;54.50569916
S;SUL;2023-10-02;11032.10742188;83.07900238;8738.11914063;65.80380249
SE;SUDESTE;2023-10-02;15448.44238281;65.41780090;14669.04492188;62.11740112
N;NORTE;2023-10-03;1469.18798828;61.45140076;1446.41101074;60.49869919
NE;NORDESTE;2023-10-03;1708.01696777;53.32049942;1701.58203125;53.11970139
S;SUL;2023-10-03;10932.54882813;82.32929993;5950.56787109;44.81169891
SE;SUDESTE;2023-10-03;16410.60742188;69.49220276;15549.55859375;65.84600067
N;NORTE;2023-10-04;1438.09899902;60.15100098;1414.34704590;59.15750122
NE;NORDESTE;2023-10-04;1659.80395508;51.81539917;1651.93896484;51.56990051
S;SUL;2023-10-04;25350.58593750;190.90660095;10722.94433594;80.75080109
SE;SUDESTE;2023-10-04;17093.26171875;72.38300323;15795.37695313;66.88700104
N;NORTE;2023-10-05;1422.72094727;59.50780106;1400.07702637;58.56069946
NE;NORDESTE;2023-10-05;1613.99499512;50.38539886;1613.99499512;50.38539886
S;SUL;2023-10-05;35636.17187500;268.36389160;9816.44140625;73.92430115
SE;SUDESTE;2023-10-05;18237.64453125;77.22899628;17123.76367188;72.51219940
N;NORTE;2023-10-06;1417.95703125;59.30849838;1417.95703125;59.30849838
NE;NORDESTE;2023-10-06;1595.04003906;49.79359818;1595.04003906;49.79359818
S;SUL;2023-10-06;34054.50000000;256.45278931;12333.25195313;92.87750244
SE;SUDESTE;2023-10-06;18429.48437500;78.04129791;17037.59570313;72.14730072
N;NORTE;2023-10-07;1391.76000977;58.21279907;1391.76000977;58.21279907
NE;NORDESTE;2023-10-07;1560.95605469;48.72959900;1551.66101074;48.43939972
S;SUL;2023-10-07;58957.94140625;443.99209595;8876.90625000;66.84899902
SE;SUDESTE;2023-10-07;19433.50976563;82.29299927;18168.79492188;76.93740082
N;NORTE;2023-10-08;1365.51196289;57.11489868;1365.51196289;57.11489868
NE;NORDESTE;2023-10-08;1529.63793945;47.75189972;1513.90795898;47.26089859
S;SUL;2023-10-08;71187.38281250;536.08789063;6779.49511719;51.05410004
SE;SUDESTE;2023-10-08;20181.89843750;85.46209717;19198.85351563;81.29930115
N;NORTE;2023-10-09;1343.27099609;56.18470001;1343.27099609;56.18470001
NE;NORDESTE;2023-10-09;1519.59301758;47.43840027;1518.87805176;47.41600037
S;SUL;2023-10-09;63677.97656250;479.53710938;20301.79492188;152.88589478
SE;SUDESTE;2023-10-09;21493.69921875;91.01699829;20430.14648438;86.51329803
N;NORTE;2023-10-10;1314.79699707;54.99369812;1307.03601074;54.66910172
