REGION,TECHNOLOGY,YEAR,VALUE
SUDESTE,gas,2030,1260.0
SUDESTE,solar_pv,2024,1225.116279
SUDESTE,solar_pv,2025,1150.263566
SUDESTE,solar_pv,2026,1075.410853
SUDESTE,solar_pv,2027,1000.55814
SUDESTE,solar_pv,2028,925.7054264
SUDESTE,solar_pv,2029,850.8527132
SUDESTE,solar_pv,2030,776.0
SUDESTE,hydro,2024,2939.0
SUDESTE,hydro,2025,2939.0
SUDESTE,hydro,2026,2939.0
SUDESTE,hydro,2027,2939.0
SUDESTE,hydro,2028,2939.0
SUDESTE,hydro,2029,2939.0
SUDESTE,hydro,2030,2939.0
SUDESTE,mini_hydro,2024,3499.0
SUDESTE,mini_hydro,2025,3499.0
SUDESTE,mini_hydro,2026,3499.0
SUDESTE,mini_hydro,2027,3499.0
SUDESTE,mini_hydro,2028,3499.0
SUDESTE,mini_hydro,2029,3499.0
SUDESTE,mini_hydro,2030,3499.0
SUDESTE,on_wind,2024,1180.2
SUDESTE,on_wind,2025,1131.333333
SUDESTE,on_wind,2026,1082.466667
SUDESTE,on_wind,2027,1033.6
SUDESTE,on_wind,2028,984.7333333
SUDESTE,on_wind,2029,935.8666667
SUDESTE,on_wind,2030,887.0
SUDESTE,off_wind,2024,2848.2
SUDESTE,off_wind,2025,2708.666667
SUDESTE,off_wind,2026,2569.133333
SUDESTE,off_wind,2027,2429.6
SUDESTE,off_wind,2028,2290.066667
SUDESTE,off_wind,2029,2150.533333
SUDESTE,off_wind,2030,2011.0
SUDESTE,nuclear,2024,6318.0
SUDESTE,nuclear,2025,6318.0
SUDESTE,nuclear,2026,6318.0
SUDESTE,nuclear,2027,6318.0
SUDESTE,nuclear,2028,6318.0
SUDESTE,nuclear,2029,6318.0
SUDESTE,nuclear,2030,6318.0
SUDESTE,small_hydro,2024,2500.0
SUDESTE,small_hydro,2025,2500.0
SUDESTE,small_hydro,2026,2500.0
SUDESTE,small_hydro,2027,2500.0
SUDESTE,small_hydro,2028,2500.0
SUDESTE,small_hydro,2029,2500.0
SUDESTE,small_hydro,2030,2500.0
