REGION,TECHNOLOGY,YEAR,VALUE
SIN,on_wind,2043,32.23
SIN,on_wind,2044,31.98
SIN,on_wind,2045,31.73
SIN,on_wind,2046,31.48
SIN,on_wind,2047,31.23
SIN,on_wind,2048,30.98
SIN,on_wind,2049,30.73
SIN,on_wind,2050,30.48
SIN,off_wind,2015,164.16
SIN,off_wind,2016,158.5786667
SIN,off_wind,2017,152.9973333
SIN,off_wind,2018,147.416
SIN,off_wind,2019,141.8346667
SIN,off_wind,2020,136.2533333
SIN,off_wind,2021,130.672
SIN,off_wind,2022,125.0906667
SIN,off_wind,2023,119.5093333
SIN,off_wind,2024,113.928
SIN,off_wind,2025,108.3466667
SIN,off_wind,2026,102.7653333
SIN,off_wind,2027,97.184
SIN,off_wind,2028,91.60266667
SIN,off_wind,2029,86.02133333
SIN,off_wind,2030,80.44
SIN,off_wind,2031,79.866
SIN,off_wind,2032,79.292
SIN,off_wind,2033,78.718
SIN,off_wind,2034,78.144
SIN,off_wind,2035,77.57
SIN,off_wind,2036,76.996
SIN,off_wind,2037,76.422
SIN,off_wind,2038,75.848
SIN,off_wind,2039,75.274
SIN,off_wind,2040,74.7
SIN,off_wind,2041,74.126
SIN,off_wind,2042,73.552
SIN,off_wind,2043,72.978
SIN,off_wind,2044,72.404
SIN,off_wind,2045,71.83
SIN,off_wind,2046,71.256
SIN,off_wind,2047,70.682
SIN,off_wind,2048,70.108
SIN,off_wind,2049,69.534
SIN,off_wind,2050,68.96
SIN,nuclear,2015,189.54
SIN,nuclear,2016,189.54
SIN,nuclear,2017,190
SIN,nuclear,2018,189.54
SIN,nuclear,2019,189.54
SIN,nuclear,2020,189.54
SIN,nuclear,2021,189.54
SIN,nuclear,2022,189.54
SIN,nuclear,2023,189.54
SIN,nuclear,2024,189.54
SIN,nuclear,2025,189.54
SIN,nuclear,2026,189.54
SIN,nuclear,2027,189.54
SIN,nuclear,2028,189.54
SIN,nuclear,2029,189.54
SIN,nuclear,2030,189.54
SIN,nuclear,2031,189.54
SIN,nuclear,2032,189.54
SIN,nuclear,2033,189.54
SIN,nuclear,2034,189.54
SIN,nuclear,2035,189.54
SIN,nuclear,2036,189.54
SIN,nuclear,2037,189.54
SIN,nuclear,2038,189.54
SIN,nuclear,2039,189.54
SIN,nuclear,2040,189.54
SIN,nuclear,2041,189.54
SIN,nuclear,2042,189.54
SIN,nuclear,2043,189.54
SIN,nuclear,2044,189.54
SIN,nuclear,2045,189.54
SIN,nuclear,2046,189.54
SIN,nuclear,2047,189.54
SIN,nuclear,2048,189.54
SIN,nuclear,2049,189.54
SIN,nuclear,2050,189.54
SIN,small_hydro,2015,75
SIN,small_hydro,2016,75
SIN,small_hydro,2017,75
SIN,small_hydro,2018,75
SIN,small_hydro,2019,75
SIN,small_hydro,2020,75
SIN,small_hydro,2021,75
SIN,small_hydro,2022,75
SIN,small_hydro,2023,75
SIN,small_hydro,2024,75
SIN,small_hydro,2025,75
SIN,small_hydro,2026,75
SIN,small_hydro,2027,75
SIN,small_hydro,2028,75
SIN,small_hydro,2029,75
SIN,small_hydro,2030,75
SIN,small_hydro,2031,75
SIN,small_hydro,2032,75
SIN,small_hydro,2033,75
SIN,small_hydro,2034,75
SIN,small_hydro,2035,75
SIN,small_hydro,2036,75
SIN,small_hydro,2037,75
SIN,small_hydro,2038,75
SIN,small_hydro,2039,75
SIN,small_hydro,2040,75
SIN,small_hydro,2041,75
SIN,small_hydro,2042,75
SIN,small_hydro,2043,75
SIN,small_hydro,2044,75
SIN,small_hydro,2045,75
SIN,small_hydro,2046,75
SIN,small_hydro,2047,75
SIN,small_hydro,2048,75
SIN,small_hydro,2049,75
SIN,small_hydro,2050,75
