hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
7086,0.0256,0.1146,0.0162,0.0402,0.0371,0.1147,0,0.0864,0.0067,0.0073,0.0227,0.0191,0.0046,0.0129,0.1693,0.1137,0.0114,0.184,0.0146,0.1229,0.0118,0.0002,0.0966,0.1732,0.178,0.0608,0.0075
7087,0.0188,0.086,0.014,0.0406,0.0261,0.074,0,0.0986,0.0056,0.0079,0.0219,0.0168,0.0037,0.013,0.1026,0.1187,0.0053,0.1845,0.0131,0.0694,0.0108,0.0003,0.0777,0.1561,0.1502,0.0624,0.0045
7088,0.0128,0.0767,0.0097,0.0423,0.0179,0.0383,0,0.1136,0.0045,0.0104,0.0228,0.0164,0.0027,0.0128,0.0534,0.1213,0.0031,0.1728,0.0142,0.0402,0.006,0.001,0.0757,0.1424,0.1113,0.0642,0.0043
7089,0.0074,0.0648,0.0088,0.0346,0.0116,0.0232,0,0.1213,0.0042,0.0148,0.0254,0.0162,0.002,0.013,0.0274,0.1019,0.0025,0.1442,0.0142,0.0283,0.0023,0.0037,0.0783,0.1185,0.0867,0.0668,0.0048
7090,0.0059,0.0736,0.0072,0.0348,0.0136,0.0407,0,0.1365,0.0042,0.0209,0.0346,0.0162,0.0017,0.0132,0.0377,0.1214,0.0047,0.1239,0.0177,0.0623,0.0009,0.0069,0.0786,0.1083,0.1175,0.0653,0.006
7091,0.0259,0.1229,0.0102,0.0222,0.0289,0.0324,0,0.1119,0.0079,0.0456,0.0629,0.026,0.0032,0.0242,0.0192,0.1099,0.0147,0.178,0.0278,0.0706,0.0008,0.0175,0.1403,0.1758,0.1442,0.0807,0.0096
7092,0.019,0.1069,0.0116,0.0591,0.0335,0.0367,0,0.1253,0.0122,0.0686,0.0798,0.0165,0.0016,0.0503,0.0223,0.0956,0.0226,0.1986,0.0352,0.0524,0.0001,0.0264,0.1439,0.2747,0.1222,0.098,0.0106
7093,0.009,0.0705,0.0084,0.0876,0.0329,0.0352,0,0.1438,0.0092,0.0895,0.06,0.0221,0.0014,0.0623,0.0272,0.0651,0.0267,0.1785,0.0359,0.044,0,0.0526,0.1701,0.2723,0.0934,0.0786,0.0111
7094,0.0069,0.0542,0.0114,0.0873,0.0269,0.0328,0,0.1385,0.0032,0.0981,0.0352,0.0228,0.0003,0.0541,0.0338,0.0409,0.027,0.1403,0.0408,0.0455,0.0002,0.0591,0.1396,0.2273,0.0604,0.0403,0.0103
7095,0.0063,0.065,0.0148,0.0851,0.0284,0.0434,0,0.1405,0.001,0.0737,0.0221,0.0141,0.0005,0.0371,0.047,0.0278,0.0262,0.1335,0.0493,0.0578,0.0008,0.0369,0.097,0.2035,0.0509,0.0184,0.0072
7096,0.0068,0.0868,0.0137,0.0872,0.0299,0.0704,0,0.1406,0.0006,0.0509,0.0167,0.0091,0.0014,0.0278,0.0627,0.0292,0.0232,0.1054,0.0625,0.0789,0.0012,0.0231,0.0753,0.1719,0.0776,0.0146,0.0038
7097,0.0062,0.1361,0.0124,0.0979,0.0352,0.099,0,0.1612,0.0009,0.035,0.0164,0.0057,0.0025,0.0249,0.0965,0.0484,0.0195,0.0721,0.0884,0.1177,0.0019,0.0233,0.0767,0.1475,0.1246,0.0293,0.0031
7098,0.0118,0.2178,0.0119,0.1364,0.0405,0.1271,0,0.209,0.0019,0.024,0.026,0.0068,0.0041,0.0221,0.1537,0.0791,0.0147,0.0464,0.1377,0.1944,0.0028,0.0286,0.0782,0.1227,0.1966,0.0469,0.0029
7099,0.0069,0.3243,0.0149,0.1817,0.0582,0.1669,0,0.2032,0.0068,0.0171,0.0397,0.0081,0.006,0.0216,0.2236,0.1171,0.014,0.028,0.191,0.309,0.0041,0.0369,0.0882,0.1043,0.3105,0.0638,0.0047
7100,0.0129,0.457,0.0151,0.2204,0.0764,0.2339,0,0.1668,0.0152,0.0196,0.0651,0.011,0.0082,0.0246,0.3162,0.171,0.0142,0.0178,0.2239,0.4633,0.0062,0.0425,0.1115,0.0878,0.4698,0.0823,0.0064
7101,0.0115,0.5084,0.0156,0.1912,0.0903,0.2986,0,0.1841,0.0239,0.028,0.0951,0.0137,0.0101,0.0261,0.3722,0.2151,0.0196,0.0138,0.2081,0.5807,0.005,0.0275,0.1213,0.0699,0.5066,0.113,0.0083
7102,0.0025,0.525,0.015,0.1191,0.1053,0.2712,0,0.1663,0.0137,0.0394,0.0943,0.0118,0.0073,0.0212,0.4118,0.2317,0.0224,0.0153,0.1775,0.6455,0.0037,0.0119,0.0653,0.0549,0.5206,0.1096,0.0037
7103,0.0022,0.5359,0.0124,0.0918,0.1307,0.32,0,0.1372,0.0128,0.0606,0.0855,0.028,0.0051,0.029,0.4488,0.2958,0.0403,0.0268,0.1205,0.6838,0.0008,0.0048,0.0723,0.0629,0.5242,0.1181,0.005
7104,0.0042,0.4925,0.0116,0.1022,0.1449,0.3448,0,0.1566,0.0141,0.0666,0.1026,0.0407,0.0079,0.0293,0.4886,0.3383,0.0473,0.0415,0.0982,0.6946,0.0017,0.0057,0.0918,0.0676,0.4959,0.1505,0.0054
7105,0.0053,0.4349,0.0132,0.1025,0.1691,0.3506,0,0.1409,0.0163,0.0621,0.1093,0.0486,0.0093,0.0274,0.5124,0.3744,0.0553,0.0624,0.0605,0.6721,0.0021,0.0071,0.0986,0.0771,0.4474,0.171,0.0047
7106,0.0072,0.3578,0.0125,0.1091,0.1783,0.3343,0,0.1313,0.0159,0.0516,0.1056,0.0547,0.0095,0.0247,0.5443,0.3808,0.0588,0.0867,0.0378,0.6491,0.0032,0.0057,0.1006,0.0874,0.3925,0.1823,0.0044
7107,0.0084,0.3032,0.0114,0.1073,0.1872,0.3378,0,0.12,0.0188,0.0449,0.1026,0.0547,0.0084,0.0208,0.5712,0.3938,0.0607,0.1088,0.0256,0.6166,0.0033,0.0035,0.099,0.0946,0.3388,0.1899,0.0039
7108,0.0106,0.2449,0.0087,0.0948,0.1779,0.3443,0,0.0987,0.0261,0.0404,0.0964,0.0547,0.008,0.0169,0.5505,0.4086,0.0649,0.1207,0.019,0.5437,0.0031,0.0025,0.0889,0.1033,0.2689,0.187,0.0032
7109,0.0095,0.2061,0.0069,0.0699,0.1803,0.3649,0,0.0829,0.0285,0.0342,0.0919,0.0594,0.0085,0.0131,0.4904,0.4374,0.0721,0.1301,0.0177,0.5448,0.0042,0.0018,0.0778,0.1172,0.2415,0.1833,0.0032
7110,0.0046,0.1629,0.0047,0.0509,0.1868,0.3522,0,0.0745,0.0208,0.0305,0.0827,0.0611,0.0088,0.0116,0.4459,0.4434,0.0801,0.1206,0.0173,0.5248,0.0044,0.0014,0.0673,0.1314,0.1863,0.1713,0.0044
7111,0.0016,0.1671,0.0035,0.0363,0.1914,0.3009,0,0.0642,0.0146,0.0289,0.0755,0.0556,0.0097,0.0103,0.4008,0.4292,0.0921,0.1133,0.0123,0.4914,0.0029,0.0015,0.059,0.1463,0.1574,0.1563,0.0058
7112,0.0008,0.1616,0.0032,0.0243,0.1856,0.2847,0,0.0544,0.0127,0.0281,0.068,0.0501,0.0098,0.0089,0.3793,0.4148,0.1264,0.1115,0.0098,0.4458,0.0019,0.0009,0.0509,0.1487,0.1065,0.1366,0.0046
7113,0.0011,0.1394,0.003,0.0146,0.1825,0.2344,0,0.0531,0.0121,0.0237,0.0607,0.0474,0.0109,0.0077,0.3846,0.3923,0.167,0.1039,0.0102,0.3947,0.0009,0.0005,0.0475,0.1484,0.0842,0.1213,0.0062
7114,0.0019,0.3252,0.0037,0.0124,0.2207,0.3276,0,0.0656,0.0116,0.0216,0.0632,0.0462,0.0094,0.0072,0.571,0.4987,0.2075,0.0881,0.0168,0.5131,0.0012,0.0004,0.0456,0.1305,0.2155,0.1064,0.0114
7115,0.0057,0.4999,0.0142,0.0138,0.3084,0.4629,0,0.1357,0.0225,0.0426,0.0845,0.0702,0.0171,0.0121,0.667,0.575,0.2294,0.1062,0.0384,0.7479,0.0079,0.0028,0.0779,0.1132,0.3893,0.1105,0.0212
7116,0.0106,0.5087,0.0128,0.1118,0.3513,0.5195,0,0.1715,0.0306,0.0476,0.1221,0.05,0.0154,0.0146,0.6768,0.5667,0.2921,0.0966,0.0477,0.7691,0.0014,0.0029,0.055,0.1258,0.4389,0.1102,0.0313
7117,0.0071,0.5094,0.0096,0.165,0.344,0.5167,0,0.1594,0.0432,0.0475,0.1304,0.0625,0.0189,0.022,0.6622,0.5597,0.3031,0.0803,0.0608,0.7505,0.0009,0.005,0.048,0.1399,0.4577,0.0859,0.0689
7118,0.0063,0.5319,0.0092,0.1484,0.3002,0.4665,0,0.1484,0.0415,0.0442,0.1079,0.0613,0.0139,0.0284,0.6501,0.5744,0.2728,0.0657,0.0691,0.7247,0.0018,0.0148,0.0607,0.1442,0.4709,0.0656,0.0969
7119,0.0082,0.567,0.0068,0.1214,0.2535,0.448,0,0.147,0.0241,0.044,0.0806,0.0307,0.0061,0.0285,0.6578,0.6169,0.2425,0.0755,0.0711,0.7141,0.001,0.0243,0.0982,0.1732,0.4652,0.0492,0.1167
7120,0.0061,0.5693,0.0069,0.1112,0.2057,0.4234,0,0.1286,0.0152,0.0456,0.0656,0.0104,0.0031,0.0269,0.6493,0.6202,0.1953,0.0797,0.0793,0.7025,0.0008,0.0347,0.1568,0.2059,0.433,0.0507,0.1266
7121,0.0078,0.5766,0.0081,0.127,0.1946,0.4326,0,0.0978,0.0112,0.0554,0.0497,0.0048,0.0026,0.0237,0.671,0.6416,0.1513,0.0934,0.0968,0.7203,0.0017,0.043,0.2148,0.2575,0.4438,0.064,0.1252
7122,0.0091,0.5859,0.0099,0.1538,0.1935,0.4276,0,0.0913,0.0116,0.056,0.0416,0.006,0.0039,0.0218,0.6915,0.6455,0.1084,0.0968,0.1358,0.7385,0.0079,0.045,0.2586,0.2858,0.4686,0.0746,0.1029
7123,0.0068,0.5832,0.0145,0.1677,0.2176,0.443,0,0.1134,0.0099,0.0519,0.0401,0.0093,0.0072,0.0221,0.7057,0.6435,0.0913,0.0808,0.1881,0.7661,0.0044,0.0447,0.2813,0.2962,0.496,0.0867,0.0763
7124,0.0045,0.5784,0.0113,0.1827,0.2274,0.444,0,0.1359,0.0134,0.0444,0.0464,0.0149,0.0141,0.026,0.7235,0.6595,0.0877,0.0623,0.2357,0.7977,0.0085,0.0388,0.2783,0.2491,0.5331,0.0965,0.0609
7125,0.0047,0.4932,0.0082,0.1953,0.1896,0.423,0,0.1438,0.0202,0.037,0.0523,0.024,0.0168,0.0271,0.6451,0.6116,0.0798,0.0355,0.2592,0.7703,0.0079,0.0251,0.2067,0.1285,0.4727,0.0892,0.0548
7126,0.0046,0.4268,0.0063,0.1538,0.1452,0.2939,0,0.1296,0.0221,0.033,0.0479,0.0182,0.0098,0.0274,0.5845,0.5156,0.0213,0.0098,0.2401,0.7629,0.0028,0.0077,0.0853,0.0353,0.4174,0.0514,0.0377
7127,0.0084,0.3361,0.0093,0.1309,0.1385,0.3061,0,0.0742,0.0276,0.0603,0.0352,0.0298,0.0135,0.0455,0.5359,0.5074,0.0218,0.0187,0.1622,0.709,0.0102,0.0058,0.0827,0.0464,0.3487,0.0492,0.0412
7128,0.0208,0.2766,0.0066,0.1783,0.1631,0.3263,0,0.0663,0.0263,0.0681,0.041,0.0421,0.0163,0.0531,0.5362,0.5349,0.0346,0.0242,0.1689,0.6918,0.0179,0.0046,0.1059,0.0612,0.2737,0.0522,0.0452
7129,0.0349,0.2467,0.0054,0.1837,0.1732,0.3373,0,0.053,0.0194,0.0685,0.0453,0.0499,0.0183,0.0575,0.5451,0.5352,0.0451,0.0338,0.1551,0.6707,0.0168,0.0058,0.12,0.0662,0.213,0.0559,0.0363
7130,0.0531,0.2364,0.0085,0.1713,0.1752,0.353,0,0.0386,0.017,0.0689,0.0404,0.0556,0.0223,0.0623,0.5302,0.5288,0.0588,0.0445,0.1357,0.6527,0.0195,0.0064,0.1227,0.0676,0.1747,0.0562,0.0304
7131,0.0549,0.231,0.0113,0.1421,0.179,0.381,0,0.0245,0.0131,0.0664,0.0384,0.053,0.0244,0.0572,0.4782,0.5156,0.0752,0.0514,0.1157,0.6379,0.027,0.0061,0.1206,0.058,0.1456,0.0523,0.0181
7132,0.0429,0.2048,0.0132,0.1127,0.1883,0.3851,0,0.0179,0.0094,0.061,0.034,0.0545,0.0268,0.0503,0.4236,0.5138,0.0973,0.0592,0.0887,0.6306,0.0273,0.0043,0.1183,0.0605,0.1077,0.0507,0.0108
7133,0.0317,0.1891,0.0127,0.0843,0.1939,0.3532,0,0.0151,0.0077,0.052,0.0321,0.0519,0.0267,0.0443,0.3938,0.5329,0.1359,0.0639,0.0727,0.6212,0.0235,0.0045,0.0998,0.0652,0.0823,0.0473,0.0085
7134,0.0206,0.1959,0.0114,0.0597,0.1926,0.3504,0,0.0104,0.0068,0.0487,0.0284,0.0501,0.0223,0.0392,0.4162,0.5769,0.1787,0.0658,0.0591,0.6186,0.0197,0.0038,0.0787,0.0655,0.0828,0.041,0.0104
7135,0.0127,0.19,0.0095,0.0427,0.1894,0.3269,0,0.0086,0.0054,0.0428,0.0251,0.0449,0.0167,0.0307,0.4571,0.5789,0.2191,0.0633,0.0474,0.6,0.0121,0.0034,0.0632,0.0499,0.0905,0.0346,0.0158
7136,0.0093,0.1881,0.0072,0.0338,0.1816,0.3166,0,0.0088,0.0051,0.0358,0.0217,0.0405,0.0118,0.0225,0.5119,0.586,0.2473,0.0549,0.04,0.5958,0.0092,0.0028,0.0563,0.0414,0.1082,0.0314,0.0209
7137,0.0084,0.222,0.0065,0.0276,0.1763,0.3074,0,0.0078,0.0056,0.033,0.0189,0.0355,0.0084,0.0178,0.5112,0.5822,0.2722,0.0488,0.033,0.581,0.008,0.0025,0.0559,0.0321,0.1093,0.0304,0.0266
7138,0.0057,0.3348,0.0061,0.0317,0.2222,0.3736,0,0.0072,0.0073,0.0347,0.0225,0.0342,0.0074,0.018,0.6527,0.7001,0.3098,0.0479,0.0318,0.6369,0.0058,0.0027,0.0589,0.0375,0.1656,0.0328,0.0298
7139,0.0301,0.5446,0.0105,0.0382,0.2763,0.5878,0,0.0032,0.0121,0.0962,0.0283,0.0667,0.0209,0.0226,0.8087,0.7976,0.3748,0.0931,0.0214,0.8584,0.018,0.0034,0.1078,0.0685,0.4195,0.0646,0.0348
7140,0.0257,0.5722,0.0058,0.1301,0.3123,0.7224,0,0.003,0.0262,0.1423,0.0435,0.0463,0.0182,0.0432,0.8326,0.815,0.5023,0.0736,0.0238,0.8988,0.0111,0.0047,0.0819,0.0866,0.4883,0.0441,0.0576
7141,0.0238,0.587,0.0046,0.1102,0.3066,0.7821,0,0.0033,0.038,0.1278,0.0459,0.0609,0.0347,0.0342,0.8398,0.8082,0.5831,0.0821,0.024,0.9153,0.0192,0.0105,0.0914,0.0705,0.4719,0.0256,0.0718
7142,0.0191,0.5745,0.003,0.0727,0.2876,0.8122,0,0.0041,0.0315,0.1242,0.0372,0.0833,0.0479,0.0213,0.841,0.7873,0.5878,0.0775,0.0317,0.9146,0.0207,0.0172,0.0912,0.0565,0.4332,0.0108,0.069
7143,0.0156,0.5831,0.0017,0.0637,0.2658,0.8257,0,0.0146,0.022,0.1324,0.0266,0.0629,0.0451,0.0149,0.8545,0.7903,0.5366,0.0571,0.0459,0.9131,0.0163,0.0176,0.0732,0.0664,0.4391,0.0058,0.0658
7144,0.013,0.5948,0.002,0.087,0.2432,0.807,0,0.0326,0.0181,0.1099,0.0198,0.0301,0.0349,0.0132,0.8642,0.7845,0.4723,0.0626,0.0659,0.9106,0.0084,0.0193,0.066,0.1172,0.4554,0.0129,0.0692
7145,0.0086,0.6068,0.0018,0.1206,0.232,0.7941,0,0.0592,0.0116,0.0833,0.0153,0.0134,0.0255,0.0134,0.8715,0.7821,0.4103,0.0987,0.1009,0.9112,0.0048,0.0202,0.0779,0.1814,0.5135,0.0497,0.0563
7146,0.0061,0.6277,0.0024,0.1579,0.2271,0.7685,0,0.0835,0.01,0.0616,0.0152,0.007,0.0171,0.0162,0.8675,0.7808,0.3501,0.1273,0.1153,0.908,0.0035,0.0177,0.0991,0.2099,0.5886,0.0725,0.0373
7147,0.006,0.6298,0.0039,0.1829,0.2446,0.7413,0,0.1052,0.0101,0.0478,0.0205,0.0118,0.0175,0.0211,0.8583,0.7733,0.3303,0.1456,0.126,0.902,0.0044,0.0199,0.1347,0.2109,0.637,0.0828,0.0314
7148,0.0052,0.6243,0.0056,0.1837,0.2697,0.7126,0,0.1401,0.0151,0.0412,0.0343,0.0361,0.021,0.0211,0.8518,0.7626,0.3099,0.1327,0.1367,0.9015,0.008,0.0203,0.1626,0.1937,0.6624,0.0898,0.037
7149,0.0024,0.5631,0.0053,0.1649,0.2504,0.599,0,0.1811,0.0182,0.0359,0.0496,0.0628,0.0208,0.0222,0.7786,0.6814,0.2281,0.0838,0.1434,0.8507,0.0086,0.0107,0.1697,0.1716,0.5934,0.0917,0.0244
7150,0.0033,0.5189,0.0025,0.1188,0.2098,0.3646,0,0.174,0.0107,0.0478,0.0504,0.0648,0.0132,0.019,0.6979,0.559,0.1013,0.034,0.1173,0.8138,0.005,0.0054,0.0946,0.1345,0.5113,0.0709,0.0103
7151,0.0015,0.459,0.0031,0.113,0.2168,0.4324,0,0.113,0.0134,0.0758,0.0375,0.0693,0.0154,0.0222,0.6946,0.5645,0.146,0.0496,0.0977,0.8013,0.0053,0.0042,0.1018,0.1209,0.4009,0.0695,0.0166
7152,0.0148,0.4212,0.0077,0.1442,0.2387,0.5098,0,0.0893,0.0078,0.0815,0.0515,0.0875,0.017,0.0241,0.7454,0.625,0.1697,0.0698,0.1153,0.8147,0.004,0.0044,0.1393,0.1492,0.3336,0.0764,0.0219
7153,0.0366,0.387,0.0097,0.1483,0.2438,0.5848,0,0.066,0.0071,0.0847,0.0509,0.0825,0.0179,0.0217,0.7629,0.6483,0.1917,0.1037,0.1052,0.8233,0.01,0.0051,0.1691,0.1704,0.2808,0.0909,0.0187
7154,0.0498,0.3553,0.0111,0.1322,0.233,0.6419,0,0.0418,0.0066,0.085,0.0484,0.0654,0.0203,0.0188,0.7515,0.6625,0.1991,0.1275,0.0906,0.8125,0.0095,0.0045,0.196,0.2005,0.2211,0.1019,0.0142
7155,0.044,0.2847,0.0127,0.1177,0.2203,0.6646,0,0.0258,0.0051,0.0876,0.0446,0.0599,0.0219,0.0165,0.7298,0.661,0.2223,0.1398,0.0729,0.79,0.0081,0.004,0.2113,0.2254,0.1858,0.1178,0.0126
7156,0.041,0.2337,0.0106,0.1144,0.207,0.6491,0,0.0168,0.0073,0.0949,0.0355,0.058,0.0206,0.0158,0.6719,0.6424,0.2852,0.1474,0.0558,0.7436,0.0072,0.0049,0.2103,0.2157,0.1588,0.1176,0.0162
7157,0.0337,0.2225,0.0096,0.0962,0.1944,0.5643,0,0.0113,0.01,0.0891,0.0293,0.0522,0.0222,0.0137,0.644,0.619,0.3203,0.1596,0.0464,0.6813,0.0095,0.0053,0.2137,0.1896,0.1252,0.117,0.0201
7158,0.0266,0.1753,0.0107,0.0728,0.1759,0.4554,0,0.0078,0.0114,0.0776,0.0247,0.0465,0.0249,0.0138,0.575,0.5696,0.3278,0.1691,0.0288,0.6034,0.015,0.0051,0.1986,0.1694,0.0945,0.1021,0.0221
7159,0.0223,0.1614,0.011,0.0507,0.1575,0.3595,0,0.0048,0.0112,0.069,0.0239,0.0426,0.0262,0.0141,0.5265,0.5379,0.3218,0.1814,0.0224,0.5216,0.0247,0.0048,0.1864,0.1626,0.0813,0.0987,0.0189
7160,0.0225,0.1218,0.0106,0.0441,0.1422,0.3156,0,0.0032,0.0209,0.0591,0.024,0.0404,0.027,0.0154,0.4751,0.4554,0.3093,0.1903,0.025,0.4607,0.035,0.0049,0.1759,0.1585,0.0635,0.1005,0.0179
7161,0.0204,0.0975,0.0106,0.038,0.1321,0.2759,0,0.0024,0.0215,0.0488,0.0245,0.0377,0.0295,0.0173,0.4082,0.3676,0.313,0.2078,0.0225,0.4193,0.0351,0.0058,0.1822,0.1679,0.0454,0.1149,0.0171
7162,0.019,0.1911,0.0084,0.0312,0.1412,0.3095,0,0.0042,0.0174,0.0413,0.0365,0.0339,0.0286,0.0179,0.568,0.5042,0.3341,0.2179,0.0177,0.5879,0.0298,0.0074,0.1887,0.1678,0.0518,0.1316,0.0186
7163,0.0337,0.3254,0.0124,0.0263,0.2032,0.5516,0,0.0083,0.0537,0.0678,0.0673,0.0397,0.0444,0.0328,0.666,0.5578,0.3699,0.2724,0.0219,0.7636,0.0763,0.0117,0.2918,0.1948,0.2829,0.1776,0.0329
7164,0.0204,0.3798,0.0085,0.0628,0.2789,0.7474,0,0.0177,0.0587,0.137,0.0895,0.0361,0.0473,0.0623,0.7595,0.6605,0.4909,0.2773,0.0216,0.8392,0.0565,0.0134,0.309,0.2738,0.3903,0.1777,0.0583
7165,0.0124,0.4015,0.0033,0.0647,0.2943,0.7927,0,0.0459,0.0554,0.1325,0.0891,0.0736,0.0559,0.072,0.764,0.6716,0.5258,0.2564,0.0184,0.8162,0.0502,0.0234,0.3523,0.2715,0.3771,0.1491,0.1157
7166,0.0276,0.3984,0.0034,0.0761,0.2868,0.8095,0,0.0884,0.0408,0.125,0.075,0.1125,0.0468,0.0566,0.75,0.68,0.5225,0.2245,0.0254,0.7895,0.034,0.0289,0.3639,0.2729,0.3475,0.125,0.1355
7167,0.0409,0.4058,0.0041,0.0905,0.2685,0.7978,0,0.1066,0.0384,0.132,0.0563,0.1382,0.0447,0.0388,0.7018,0.6465,0.491,0.1861,0.049,0.7417,0.0259,0.0293,0.3632,0.2773,0.3347,0.0938,0.1255
7168,0.0315,0.3945,0.0036,0.1001,0.2459,0.7499,0,0.0978,0.0427,0.1245,0.0417,0.1569,0.0432,0.0286,0.6629,0.5891,0.4496,0.146,0.0581,0.7208,0.022,0.0294,0.3742,0.2872,0.33,0.0525,0.1154
7169,0.0173,0.4186,0.0025,0.1167,0.236,0.6997,0,0.0758,0.033,0.0968,0.0315,0.1678,0.043,0.0279,0.6587,0.5702,0.3948,0.11,0.0591,0.7216,0.0171,0.025,0.3756,0.297,0.3601,0.0285,0.1073
7170,0.0092,0.4415,0.0023,0.1305,0.2358,0.6676,0,0.0843,0.0252,0.0751,0.028,0.1614,0.0385,0.0287,0.6656,0.5702,0.3436,0.0791,0.0726,0.7351,0.0161,0.0231,0.3538,0.3116,0.4009,0.0245,0.1059
7171,0.0078,0.5061,0.0035,0.1598,0.2558,0.6677,0,0.1145,0.0216,0.0643,0.031,0.151,0.0351,0.0289,0.6944,0.6013,0.304,0.044,0.0796,0.7742,0.0148,0.0218,0.3174,0.3038,0.4808,0.0341,0.099
7172,0.0118,0.5701,0.0044,0.1816,0.2801,0.662,0,0.1999,0.0286,0.0598,0.0472,0.132,0.0328,0.0342,0.7157,0.6237,0.2832,0.0281,0.0892,0.8078,0.0139,0.0196,0.2757,0.2796,0.5904,0.0496,0.0733
7173,0.0091,0.5754,0.0061,0.174,0.2619,0.6182,0,0.2212,0.0275,0.0507,0.0651,0.0957,0.0293,0.0334,0.6731,0.6031,0.2351,0.0335,0.1135,0.7732,0.0052,0.012,0.1845,0.2324,0.6009,0.077,0.0399
7174,0.0049,0.5258,0.0039,0.1376,0.213,0.4354,0,0.1569,0.0229,0.047,0.0591,0.0425,0.0167,0.0276,0.5804,0.5393,0.1417,0.0343,0.0992,0.7078,0.0019,0.0096,0.1305,0.1953,0.5579,0.0997,0.0239
7175,0.0026,0.4133,0.0051,0.0907,0.2382,0.4533,0,0.085,0.0403,0.079,0.0508,0.0417,0.0153,0.0299,0.5496,0.4978,0.1765,0.0544,0.0946,0.6904,0.0038,0.0087,0.1524,0.2016,0.4331,0.1009,0.0408
7176,0.0129,0.3812,0.006,0.1126,0.2635,0.5011,0,0.0833,0.0425,0.0869,0.0653,0.0467,0.0251,0.037,0.5897,0.5414,0.2071,0.0899,0.0973,0.7033,0.0106,0.0107,0.2167,0.2558,0.3717,0.11,0.0306
7177,0.0211,0.3402,0.007,0.1197,0.265,0.5682,0,0.0803,0.0295,0.097,0.0702,0.0475,0.0316,0.0409,0.6207,0.5563,0.2195,0.103,0.0805,0.7009,0.0103,0.0187,0.298,0.238,0.3123,0.1113,0.0248
7178,0.0151,0.2946,0.0052,0.122,0.2528,0.6184,0,0.0727,0.0201,0.1036,0.074,0.0538,0.036,0.0406,0.6341,0.5674,0.2114,0.1019,0.0719,0.7005,0.0122,0.0212,0.3726,0.2839,0.2632,0.1166,0.0158
7179,0.0205,0.2779,0.0047,0.106,0.2423,0.6448,0,0.0617,0.018,0.1114,0.0852,0.0669,0.04,0.0408,0.6236,0.5729,0.2163,0.117,0.0765,0.6678,0.0204,0.0165,0.3787,0.3056,0.2255,0.1144,0.0103
7180,0.0258,0.2286,0.005,0.0914,0.2279,0.6318,0,0.0349,0.0118,0.1125,0.0804,0.0858,0.039,0.0421,0.5946,0.5643,0.2375,0.121,0.0734,0.6014,0.0229,0.0159,0.3714,0.2784,0.1977,0.1451,0.0084
7181,0.0302,0.1912,0.0052,0.0606,0.2164,0.603,0,0.0218,0.0128,0.1098,0.0745,0.1013,0.034,0.0457,0.5217,0.5373,0.2646,0.1295,0.0764,0.524,0.022,0.015,0.3563,0.2567,0.1804,0.1875,0.0063
7182,0.0289,0.1639,0.0052,0.0433,0.21,0.537,0,0.0186,0.013,0.1123,0.0721,0.1101,0.03,0.0479,0.4305,0.4982,0.2928,0.144,0.0757,0.4234,0.0202,0.0156,0.2585,0.2574,0.1537,0.2011,0.0048
7183,0.0186,0.1295,0.0045,0.0306,0.2061,0.4655,0,0.0198,0.012,0.1073,0.0679,0.1137,0.0258,0.0492,0.3557,0.4516,0.3044,0.167,0.0678,0.3642,0.0115,0.0144,0.2166,0.2952,0.1277,0.1964,0.0047
7184,0.0139,0.1105,0.0044,0.0243,0.2053,0.4009,0,0.0266,0.0132,0.0959,0.0694,0.117,0.023,0.0467,0.3563,0.4271,0.3118,0.1809,0.0714,0.3572,0.0066,0.0165,0.2441,0.3073,0.1143,0.1795,0.0052
7185,0.0118,0.0846,0.0044,0.0232,0.2124,0.33,0,0.0229,0.017,0.085,0.0734,0.1113,0.0191,0.0411,0.3466,0.397,0.3297,0.1851,0.0942,0.3524,0.0048,0.0162,0.2481,0.2809,0.0835,0.1544,0.0056
7186,0.0083,0.106,0.0055,0.0191,0.2589,0.3666,0,0.0251,0.0227,0.0812,0.0786,0.099,0.0185,0.0369,0.4995,0.4579,0.3707,0.1982,0.1104,0.5155,0.0047,0.0196,0.2433,0.324,0.1054,0.1439,0.0061
7187,0.0164,0.21,0.0174,0.0182,0.2871,0.5112,0,0.0528,0.0413,0.2047,0.1037,0.1602,0.0339,0.0733,0.5875,0.5134,0.4342,0.2676,0.0979,0.6602,0.0131,0.0425,0.3076,0.4472,0.2345,0.1644,0.0203
7188,0.0159,0.3249,0.014,0.1164,0.3554,0.64,0,0.0873,0.0772,0.2577,0.1613,0.2059,0.035,0.1516,0.6822,0.6112,0.5473,0.3742,0.1541,0.7416,0.0052,0.0549,0.2522,0.4747,0.3047,0.2587,0.036
7189,0.013,0.3552,0.0127,0.2213,0.3863,0.6853,0,0.0889,0.1239,0.246,0.2033,0.3766,0.0571,0.1874,0.7283,0.6235,0.5998,0.5039,0.1796,0.7892,0.0079,0.0964,0.236,0.5164,0.367,0.2841,0.0571
7190,0.0245,0.4123,0.0196,0.2977,0.3963,0.6811,0,0.118,0.1433,0.2465,0.2041,0.4773,0.087,0.1846,0.7466,0.617,0.5799,0.5406,0.1656,0.8128,0.0162,0.1208,0.2636,0.5186,0.4238,0.3234,0.0647
