hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
1202,0.0566,0.1405,0.0482,0.0477,0.1014,0.0431,0,0.0676,0.0095,0.0064,0.0131,0.0498,0.0236,0.0332,0.1301,0.0716,0.0149,0.0107,0.0037,0.1257,0.0185,0.15,0.0137,0.0129,0.1305,0.0105,0.0019
1203,0.0473,0.0749,0.049,0.038,0.0843,0.0339,0,0.0664,0.0086,0.0058,0.0133,0.0548,0.0243,0.03,0.0964,0.0579,0.016,0.0135,0.0019,0.104,0.0219,0.1607,0.0123,0.0144,0.0565,0.0126,0.0035
1204,0.0432,0.0389,0.0462,0.0464,0.0762,0.0251,0,0.0666,0.0092,0.0063,0.0124,0.0551,0.0209,0.0266,0.0731,0.049,0.0114,0.0142,0.0012,0.079,0.0212,0.1616,0.0137,0.0141,0.0231,0.0122,0.015
1205,0.044,0.0182,0.0402,0.0528,0.0642,0.0176,0,0.0636,0.0069,0.0058,0.0106,0.054,0.0191,0.0242,0.0547,0.0455,0.0079,0.0153,0.0011,0.0504,0.0258,0.1632,0.0096,0.01,0.0083,0.0125,0.0161
1206,0.0409,0.0055,0.035,0.051,0.0494,0.0133,0,0.0564,0.005,0.0041,0.0087,0.052,0.0194,0.0234,0.0337,0.0388,0.006,0.0153,0.0022,0.0292,0.0221,0.1537,0.0086,0.0102,0.0032,0.0106,0.006
1207,0.0389,0.0026,0.0292,0.0477,0.0406,0.0136,0,0.0503,0.0047,0.003,0.0088,0.05,0.0203,0.0228,0.0207,0.045,0.0036,0.0239,0.0041,0.023,0.0157,0.1404,0.0106,0.0082,0.0027,0.009,0.0064
1208,0.0292,0.0032,0.0278,0.0337,0.032,0.0121,0,0.0493,0.0032,0.0013,0.0078,0.0457,0.0199,0.02,0.0174,0.066,0.0038,0.0314,0.009,0.026,0.0145,0.1334,0.0106,0.0086,0.0011,0.0095,0.0028
1209,0.0256,0.001,0.027,0.0253,0.0271,0.01,0,0.0531,0.0027,0.0023,0.0071,0.042,0.0214,0.0203,0.0193,0.0793,0.0042,0.0341,0.0192,0.0361,0.0174,0.1278,0.0093,0.0096,0.0002,0.0107,0.0033
1210,0.0295,0.0011,0.0261,0.0212,0.023,0.0058,0,0.0653,0.0015,0.0021,0.0066,0.0408,0.0217,0.023,0.0272,0.0776,0.0043,0.0305,0.0283,0.0584,0.0148,0.1226,0.0082,0.0116,0.0001,0.011,0.0087
1211,0.0167,0.0074,0.0238,0.019,0.0379,0.0071,0,0.0757,0.0035,0.0052,0.0075,0.0282,0.0193,0.0233,0.0333,0.1173,0.0097,0.0093,0.0287,0.0818,0.0052,0.1124,0.01,0.0137,0.008,0.0072,0.0098
1212,0.0165,0.051,0.0281,0.0281,0.0408,0.0164,0,0.1061,0.0023,0.0104,0.0083,0.0753,0.0189,0.0335,0.0503,0.1279,0.0211,0.0073,0.0242,0.1028,0.0064,0.1166,0.0082,0.0037,0.0262,0.0051,0.0069
1213,0.0091,0.0772,0.0276,0.0765,0.0416,0.0323,0,0.0804,0.0065,0.0109,0.0142,0.1007,0.0265,0.0542,0.0576,0.1248,0.0357,0.0146,0.037,0.0914,0.002,0.2241,0.008,0.0037,0.0474,0.0142,0.01
1214,0.0046,0.0917,0.042,0.1313,0.0381,0.0538,0,0.0612,0.0122,0.0116,0.0142,0.0903,0.0418,0.0742,0.056,0.1087,0.0502,0.0098,0.0586,0.06,0.0043,0.3357,0.0096,0.0049,0.0832,0.0272,0.0111
1215,0.0091,0.1156,0.0566,0.1489,0.0382,0.0707,0,0.0533,0.0232,0.0117,0.0117,0.0682,0.0502,0.0692,0.0516,0.095,0.0469,0.0065,0.0708,0.0417,0.0107,0.3911,0.0106,0.0047,0.1294,0.0327,0.0078
1216,0.0129,0.1404,0.0607,0.1532,0.0433,0.0814,0,0.0492,0.0362,0.0137,0.0131,0.0454,0.0503,0.0606,0.0455,0.1053,0.029,0.0034,0.0617,0.0342,0.0197,0.441,0.0112,0.0063,0.192,0.0259,0.0058
1217,0.0139,0.1804,0.0583,0.1466,0.0539,0.088,0,0.0486,0.0546,0.018,0.0181,0.0434,0.0511,0.0469,0.0479,0.1248,0.0163,0.0023,0.0433,0.0385,0.0188,0.3889,0.0121,0.014,0.2576,0.0242,0.0085
1218,0.0191,0.2309,0.0648,0.1325,0.0654,0.0953,0,0.0564,0.0681,0.023,0.0246,0.0341,0.0432,0.039,0.0525,0.1279,0.0089,0.0042,0.0349,0.0474,0.0126,0.325,0.0155,0.0316,0.3359,0.021,0.0109
1219,0.0261,0.2942,0.0585,0.1212,0.0875,0.1209,0,0.0623,0.092,0.0317,0.0285,0.037,0.0415,0.0314,0.06,0.1331,0.0079,0.006,0.0332,0.0928,0.0148,0.2703,0.0241,0.061,0.3927,0.0231,0.0105
1220,0.0311,0.3677,0.0446,0.1463,0.1164,0.1434,0,0.0725,0.0847,0.0246,0.02,0.0262,0.0377,0.0326,0.0751,0.1394,0.0069,0.0084,0.0622,0.1619,0.0187,0.2308,0.0415,0.0812,0.489,0.0167,0.0148
1221,0.0179,0.4147,0.0319,0.1088,0.1429,0.1628,0,0.1001,0.0556,0.0204,0.0161,0.0133,0.0258,0.0323,0.1112,0.1459,0.0084,0.0153,0.0633,0.1749,0.0166,0.2024,0.0598,0.072,0.5548,0.0097,0.0076
1222,0.0098,0.3817,0.0231,0.0986,0.1143,0.1102,0,0.0691,0.0143,0.0106,0.0098,0.0095,0.0173,0.0203,0.1359,0.1205,0.0075,0.0201,0.0107,0.1329,0.0098,0.1635,0.0489,0.05,0.4835,0.0027,0.0037
1223,0.0018,0.4395,0.0149,0.1564,0.1652,0.1226,0,0.0466,0.0065,0.0178,0.0131,0.0045,0.0065,0.0268,0.1942,0.1875,0.0177,0.0094,0.0042,0.1432,0.0038,0.1116,0.0305,0.0122,0.5495,0.0052,0.0046
1224,0.005,0.3871,0.0149,0.1626,0.1764,0.1135,0,0.041,0.0035,0.0208,0.0134,0.0085,0.0048,0.0226,0.277,0.2252,0.0239,0.0221,0.0019,0.1381,0.0082,0.0882,0.0494,0.0166,0.44,0.0088,0.0047
1225,0.0264,0.3217,0.0136,0.1219,0.1713,0.1041,0,0.0343,0.0054,0.0253,0.0168,0.0107,0.0058,0.0239,0.3504,0.2578,0.038,0.0344,0.0082,0.1689,0.0117,0.1,0.0621,0.0256,0.3435,0.0198,0.0047
1226,0.0439,0.2441,0.0165,0.0928,0.1541,0.0917,0,0.0245,0.0086,0.0305,0.021,0.0144,0.0081,0.0253,0.3275,0.2442,0.0401,0.0426,0.0141,0.1436,0.0176,0.1053,0.0827,0.0326,0.2793,0.0315,0.0058
1227,0.0406,0.177,0.0196,0.0715,0.134,0.0636,0,0.022,0.0104,0.0314,0.0195,0.0173,0.0116,0.0269,0.2487,0.1795,0.0418,0.0467,0.017,0.1202,0.0223,0.1239,0.1145,0.0533,0.2102,0.0302,0.0047
1228,0.0396,0.1132,0.0195,0.0687,0.107,0.0408,0,0.0218,0.0138,0.0326,0.0163,0.019,0.0127,0.0271,0.1588,0.1267,0.0371,0.0592,0.0132,0.0834,0.0229,0.1395,0.1346,0.0676,0.1431,0.0295,0.0055
1229,0.0297,0.0736,0.017,0.058,0.0843,0.0406,0,0.0165,0.01,0.0291,0.0155,0.0195,0.0123,0.0218,0.1065,0.1058,0.0328,0.0771,0.0055,0.0595,0.0193,0.1471,0.146,0.0987,0.1216,0.0223,0.0059
1230,0.0199,0.043,0.0137,0.0639,0.0676,0.0376,0,0.0117,0.0054,0.0247,0.014,0.0238,0.0125,0.016,0.0644,0.0947,0.0224,0.0823,0.0069,0.0382,0.0137,0.1515,0.1486,0.1041,0.078,0.0165,0.0054
1231,0.02,0.0214,0.0116,0.0634,0.0555,0.026,0,0.0122,0.0032,0.0212,0.0138,0.0277,0.013,0.0135,0.0401,0.0829,0.0179,0.0799,0.0049,0.0211,0.0125,0.1651,0.1394,0.0906,0.0385,0.0126,0.0055
1232,0.0149,0.0103,0.0105,0.0704,0.0483,0.0253,0,0.0048,0.0028,0.0146,0.0109,0.0315,0.0119,0.0104,0.0344,0.0695,0.0133,0.0821,0.0056,0.0251,0.0092,0.1729,0.1198,0.0785,0.0261,0.0124,0.0052
1233,0.0108,0.0043,0.0119,0.0717,0.0423,0.026,0,0.0078,0.0024,0.0102,0.0091,0.0318,0.011,0.01,0.0227,0.0489,0.0093,0.0844,0.0024,0.021,0.0072,0.1666,0.102,0.0738,0.0096,0.0153,0.0049
1234,0.0082,0.0068,0.0155,0.0714,0.0468,0.03,0,0.0076,0.003,0.0086,0.0089,0.0248,0.0096,0.0087,0.0236,0.05,0.0075,0.0842,0.0019,0.0279,0.0071,0.1543,0.0859,0.0759,0.0105,0.0142,0.0045
1235,0.0195,0.0212,0.0141,0.0476,0.0867,0.0616,0,0.0124,0.0116,0.0371,0.0182,0.0272,0.0118,0.0124,0.0785,0.1049,0.035,0.0963,0.0022,0.0613,0.0134,0.1465,0.1115,0.0891,0.0484,0.0453,0.0056
1236,0.0087,0.0465,0.016,0.0347,0.1071,0.1273,0,0.0133,0.0131,0.0833,0.0279,0.0344,0.0148,0.0142,0.1248,0.1318,0.0778,0.1268,0.0018,0.1629,0.0094,0.1358,0.1256,0.1261,0.0716,0.0568,0.0037
1237,0.0029,0.0736,0.0083,0.0863,0.1084,0.1547,0,0.0121,0.0228,0.0875,0.0434,0.0574,0.0214,0.031,0.1295,0.1087,0.0813,0.1566,0.003,0.177,0.0096,0.2563,0.1501,0.1452,0.1152,0.0558,0.009
1238,0.0066,0.0961,0.0105,0.1249,0.1132,0.1599,0,0.0086,0.0357,0.0562,0.0605,0.0732,0.0305,0.0348,0.0823,0.0791,0.0622,0.089,0.0038,0.1509,0.0109,0.3134,0.1595,0.138,0.1596,0.0432,0.017
1239,0.0109,0.1057,0.0164,0.1414,0.1138,0.1607,0,0.009,0.0346,0.0322,0.0624,0.0701,0.0315,0.0317,0.0554,0.0636,0.0562,0.0377,0.0098,0.1385,0.0089,0.364,0.1536,0.0805,0.1899,0.0432,0.0169
1240,0.0095,0.1231,0.0221,0.1171,0.1355,0.1523,0,0.0162,0.0342,0.0237,0.0569,0.057,0.0309,0.0283,0.0394,0.0619,0.0565,0.0132,0.0256,0.1374,0.0046,0.3462,0.1339,0.0364,0.2386,0.0341,0.0135
1241,0.0096,0.1461,0.0222,0.1497,0.1563,0.1407,0,0.0318,0.0326,0.0186,0.0469,0.037,0.026,0.034,0.0326,0.0548,0.0642,0.0055,0.0325,0.1217,0.0025,0.2703,0.1183,0.0289,0.2963,0.0254,0.0099
1242,0.0125,0.1796,0.0215,0.1816,0.1868,0.1291,0,0.0475,0.0299,0.0255,0.0471,0.026,0.0274,0.0313,0.0296,0.0468,0.06,0.0038,0.0418,0.1081,0.0022,0.2124,0.1158,0.0491,0.3735,0.0253,0.0077
1243,0.0118,0.2463,0.0226,0.1876,0.2259,0.1369,0,0.0647,0.0255,0.033,0.0456,0.0185,0.0227,0.0306,0.0321,0.0515,0.0617,0.0029,0.0445,0.1439,0.0036,0.1873,0.1433,0.0725,0.4604,0.0182,0.0033
1244,0.0152,0.3421,0.0235,0.1777,0.2726,0.1031,0,0.1053,0.0291,0.0334,0.0577,0.0156,0.019,0.0266,0.0536,0.0755,0.072,0.0038,0.0176,0.2026,0.0048,0.183,0.1723,0.085,0.5528,0.022,0.0074
1245,0.024,0.4469,0.0257,0.1499,0.281,0.057,0,0.1586,0.0214,0.0313,0.0642,0.0123,0.0139,0.0235,0.1073,0.116,0.0479,0.0116,0.0111,0.2291,0.0078,0.1902,0.1835,0.1012,0.6316,0.0333,0.0168
1246,0.03,0.4486,0.0218,0.1338,0.203,0.0444,0,0.161,0.0125,0.0309,0.053,0.0117,0.0096,0.0227,0.1274,0.1305,0.0226,0.0308,0.0116,0.1722,0.0019,0.198,0.1231,0.0875,0.6027,0.0371,0.0102
1247,0.0231,0.4822,0.0125,0.1579,0.1985,0.0528,0,0.1621,0.0117,0.0482,0.0405,0.0087,0.004,0.0183,0.1499,0.1675,0.0254,0.0254,0.0053,0.1517,0.0042,0.0947,0.0803,0.0732,0.5546,0.0392,0.0089
1248,0.0093,0.4818,0.0165,0.1392,0.2297,0.0374,0,0.1486,0.0068,0.0432,0.0565,0.0147,0.0064,0.0225,0.257,0.2102,0.0266,0.0586,0.0057,0.0997,0.0025,0.1105,0.1067,0.0934,0.5048,0.0488,0.0085
1249,0.0062,0.4255,0.0195,0.148,0.2384,0.0448,0,0.1004,0.0047,0.0488,0.0647,0.0275,0.0103,0.0283,0.2933,0.2348,0.0353,0.0819,0.0059,0.0817,0.0053,0.1709,0.1199,0.0953,0.4154,0.0559,0.008
1250,0.0096,0.3685,0.0225,0.1411,0.256,0.0464,0,0.0735,0.0057,0.0511,0.0725,0.0333,0.0135,0.033,0.27,0.2546,0.0306,0.1053,0.0056,0.0577,0.0089,0.2109,0.141,0.1028,0.3648,0.0631,0.0082
1251,0.0084,0.2786,0.0235,0.1313,0.2349,0.0363,0,0.0442,0.0054,0.0405,0.07,0.0333,0.0163,0.0379,0.2191,0.2391,0.0241,0.117,0.0066,0.048,0.0127,0.2317,0.1567,0.1084,0.2911,0.0735,0.0126
1252,0.0096,0.1944,0.0221,0.1099,0.1995,0.0267,0,0.0266,0.0035,0.0383,0.0659,0.0299,0.0202,0.0378,0.1649,0.205,0.0181,0.119,0.0072,0.0361,0.0153,0.2279,0.1587,0.1151,0.1993,0.0761,0.0131
1253,0.0113,0.1471,0.0212,0.0761,0.169,0.0275,0,0.0146,0.0041,0.0261,0.0624,0.0294,0.0199,0.0341,0.1491,0.1659,0.015,0.1163,0.0067,0.0326,0.0153,0.1963,0.1542,0.1203,0.1303,0.0743,0.0149
1254,0.015,0.1183,0.0179,0.0564,0.1434,0.0237,0,0.0057,0.0049,0.0219,0.0556,0.028,0.0181,0.0257,0.1204,0.1496,0.0192,0.1091,0.006,0.024,0.0145,0.1709,0.1607,0.1141,0.1109,0.0635,0.0136
1255,0.0191,0.0639,0.0144,0.0469,0.1284,0.021,0,0.0024,0.007,0.0217,0.0489,0.0265,0.0181,0.0237,0.0868,0.12,0.0286,0.1091,0.0054,0.0149,0.0147,0.1531,0.1732,0.1024,0.0647,0.0561,0.0127
1256,0.0129,0.0367,0.0144,0.0389,0.1168,0.0281,0,0.0018,0.0091,0.0131,0.0452,0.0228,0.0197,0.0222,0.069,0.1079,0.0468,0.0997,0.0044,0.0189,0.0143,0.132,0.1753,0.0727,0.0449,0.0393,0.0173
1257,0.0138,0.0261,0.0177,0.0349,0.0954,0.0382,0,0.0014,0.0121,0.0075,0.0431,0.0209,0.0202,0.0212,0.0575,0.1078,0.0576,0.0907,0.0042,0.0319,0.014,0.1278,0.1704,0.0635,0.025,0.0377,0.0243
1258,0.0176,0.0392,0.0186,0.0341,0.0879,0.038,0,0.0028,0.0119,0.0043,0.0391,0.0206,0.0186,0.0207,0.061,0.1001,0.0517,0.0824,0.0059,0.0537,0.0198,0.1141,0.1566,0.0783,0.0269,0.0411,0.0219
1259,0.0269,0.0983,0.0258,0.0454,0.1394,0.0622,0,0.0023,0.0128,0.021,0.0429,0.0343,0.0212,0.0322,0.1554,0.1627,0.048,0.1052,0.0048,0.2218,0.0287,0.0921,0.2037,0.1448,0.0793,0.02,0.0436
1260,0.0382,0.1532,0.025,0.0398,0.2169,0.0766,0,0.0024,0.0096,0.0804,0.0701,0.043,0.0199,0.0495,0.213,0.2135,0.0664,0.1351,0.0094,0.3875,0.0219,0.1043,0.2334,0.2161,0.1676,0.0266,0.0551
1261,0.0369,0.1982,0.0353,0.0975,0.2559,0.0697,0,0.0031,0.022,0.0956,0.1093,0.0759,0.0315,0.085,0.2552,0.226,0.0847,0.213,0.0191,0.3725,0.0197,0.2011,0.2646,0.2814,0.2297,0.0411,0.0833
1262,0.0498,0.2416,0.0536,0.2014,0.2646,0.0903,0,0.0055,0.0423,0.0617,0.1362,0.1007,0.0367,0.0919,0.2351,0.1944,0.1046,0.189,0.0239,0.3332,0.0273,0.2417,0.2586,0.2924,0.2602,0.0657,0.0653
1263,0.0544,0.2023,0.0625,0.2225,0.2425,0.1078,0,0.0095,0.0613,0.039,0.1489,0.1266,0.0376,0.0911,0.1977,0.1391,0.0986,0.1206,0.0285,0.3412,0.0471,0.2601,0.2377,0.2902,0.2642,0.075,0.045
1264,0.0521,0.1898,0.051,0.2123,0.225,0.1396,0,0.0123,0.0662,0.038,0.1337,0.1088,0.035,0.0825,0.1889,0.113,0.0842,0.0835,0.0255,0.3487,0.0552,0.2646,0.2038,0.2922,0.2659,0.0655,0.0428
1265,0.0372,0.2104,0.035,0.1686,0.221,0.1816,0,0.0209,0.0661,0.0461,0.1217,0.0917,0.0315,0.0717,0.1774,0.0994,0.0806,0.0663,0.0264,0.3286,0.0598,0.2312,0.1499,0.2391,0.2705,0.063,0.0465
1266,0.0364,0.2698,0.0245,0.1372,0.2279,0.2411,0,0.0333,0.052,0.0527,0.1088,0.0741,0.0282,0.0617,0.1733,0.1065,0.0718,0.0635,0.0315,0.3335,0.0719,0.1886,0.1065,0.1672,0.3338,0.054,0.0478
1267,0.0391,0.3001,0.0228,0.0827,0.2513,0.2388,0,0.0516,0.039,0.0571,0.0999,0.0592,0.0195,0.0613,0.1781,0.1239,0.0818,0.0622,0.0496,0.3393,0.0461,0.1675,0.0719,0.1266,0.3867,0.0473,0.0381
1268,0.0423,0.3458,0.0222,0.0615,0.2958,0.1704,0,0.0973,0.0307,0.0457,0.0954,0.0452,0.0195,0.0532,0.2046,0.1602,0.0717,0.0435,0.0731,0.2833,0.0286,0.1859,0.0445,0.0942,0.4913,0.0368,0.0312
1269,0.0519,0.3996,0.0193,0.0609,0.2935,0.0641,0,0.1538,0.023,0.0345,0.0869,0.03,0.0198,0.044,0.2287,0.1916,0.0656,0.0263,0.0809,0.192,0.0176,0.2137,0.0298,0.0738,0.5605,0.0225,0.0264
1270,0.0534,0.3633,0.0145,0.0632,0.2053,0.0246,0,0.181,0.0093,0.0261,0.0527,0.0238,0.0153,0.0204,0.1832,0.2265,0.0547,0.0068,0.0594,0.099,0.0065,0.2429,0.0191,0.031,0.467,0.0097,0.0154
1271,0.0558,0.3777,0.0068,0.0788,0.1666,0.0365,0,0.1931,0.0027,0.0311,0.0508,0.0087,0.0139,0.0193,0.2282,0.2972,0.0506,0.0046,0.0369,0.1049,0.0064,0.1646,0.0294,0.0165,0.3683,0.0176,0.0078
1272,0.0487,0.3563,0.0051,0.1028,0.1725,0.0314,0,0.1903,0.0034,0.0359,0.0542,0.0197,0.0108,0.0225,0.1767,0.2597,0.0573,0.0143,0.0371,0.0546,0.0028,0.2032,0.0412,0.0137,0.317,0.0226,0.0095
1273,0.0473,0.298,0.0049,0.1301,0.1654,0.0189,0,0.1498,0.0058,0.0346,0.0569,0.0339,0.0115,0.0251,0.1261,0.1795,0.0621,0.025,0.035,0.0294,0.0041,0.2506,0.046,0.0131,0.2522,0.0242,0.0093
1274,0.0435,0.1974,0.0044,0.1328,0.1344,0.0125,0,0.0884,0.006,0.0314,0.0532,0.0379,0.0097,0.022,0.0723,0.1141,0.0647,0.0345,0.0262,0.018,0.0056,0.2459,0.0484,0.0152,0.179,0.0232,0.0202
1275,0.0328,0.121,0.0054,0.1298,0.1133,0.009,0,0.0405,0.0038,0.0177,0.0437,0.0397,0.0101,0.0206,0.0322,0.075,0.0515,0.0398,0.0225,0.0122,0.0113,0.2091,0.0462,0.021,0.1238,0.0249,0.0327
1276,0.0292,0.079,0.006,0.1316,0.0917,0.0051,0,0.0179,0.0045,0.0119,0.0354,0.0436,0.0096,0.0203,0.0221,0.0438,0.0373,0.039,0.0192,0.0124,0.0188,0.1799,0.0476,0.0245,0.0961,0.0296,0.0391
1277,0.0206,0.0524,0.0061,0.1116,0.0737,0.0035,0,0.0113,0.008,0.0071,0.0306,0.0475,0.0085,0.0161,0.0177,0.0305,0.0236,0.0381,0.0172,0.0184,0.0194,0.1473,0.0496,0.0291,0.0669,0.041,0.0327
1278,0.0164,0.0324,0.0059,0.0939,0.0569,0.0045,0,0.0111,0.0104,0.0074,0.0263,0.0395,0.0084,0.0133,0.0074,0.0226,0.0148,0.0303,0.017,0.0102,0.0168,0.1272,0.0628,0.0327,0.0391,0.045,0.0159
1279,0.018,0.0216,0.0056,0.0771,0.0443,0.0039,0,0.0112,0.0103,0.0057,0.0209,0.0324,0.0084,0.0128,0.0043,0.0096,0.0108,0.03,0.0159,0.0073,0.0112,0.1151,0.0731,0.0355,0.0246,0.0363,0.0115
1280,0.0192,0.0136,0.006,0.0616,0.0331,0.0026,0,0.0118,0.0146,0.004,0.0169,0.0287,0.0087,0.0142,0.0033,0.0038,0.0041,0.0354,0.0163,0.0038,0.0075,0.1147,0.064,0.0427,0.0126,0.0286,0.0171
1281,0.0157,0.0122,0.0069,0.0459,0.025,0.0023,0,0.0119,0.0173,0.0059,0.0151,0.0287,0.0083,0.0162,0.0085,0.0023,0.0044,0.0418,0.0174,0.0062,0.0079,0.1239,0.0672,0.0605,0.0092,0.025,0.0174
1282,0.0096,0.0185,0.0079,0.0473,0.0212,0.0019,0,0.0135,0.0137,0.0049,0.014,0.0315,0.0085,0.017,0.02,0.0062,0.0044,0.0433,0.0185,0.0223,0.007,0.1357,0.0681,0.0678,0.0112,0.0226,0.0165
1283,0.0081,0.0231,0.0053,0.0454,0.0276,0.0088,0,0.0269,0.0168,0.0182,0.021,0.0489,0.0121,0.0223,0.0404,0.0136,0.0096,0.0652,0.0308,0.0539,0.009,0.1027,0.0732,0.0873,0.0159,0.0398,0.0203
1284,0.0075,0.0225,0.0053,0.0436,0.0489,0.0767,0,0.0256,0.0168,0.0355,0.025,0.0579,0.0104,0.0218,0.0606,0.02,0.0158,0.0643,0.0292,0.0734,0.0117,0.1142,0.0846,0.058,0.0281,0.0403,0.0263
1285,0.0088,0.0279,0.0053,0.0641,0.0526,0.1995,0,0.0243,0.0333,0.0724,0.0529,0.1067,0.0127,0.0501,0.0658,0.0374,0.0354,0.1404,0.0481,0.0939,0.0146,0.2289,0.1131,0.1014,0.0422,0.0675,0.0284
1286,0.0166,0.042,0.0136,0.091,0.0531,0.256,0,0.0229,0.0638,0.0477,0.0792,0.1524,0.0185,0.0727,0.0779,0.0486,0.0626,0.2636,0.0759,0.1305,0.0154,0.2676,0.1977,0.2162,0.0493,0.0995,0.0151
1287,0.0274,0.0651,0.0241,0.1169,0.0476,0.2409,0,0.0144,0.0728,0.0258,0.0898,0.1947,0.0217,0.0731,0.0723,0.0445,0.071,0.2963,0.0778,0.1267,0.0179,0.2661,0.3217,0.32,0.0581,0.1418,0.0076
1288,0.0448,0.0786,0.0319,0.1243,0.0419,0.2128,0,0.0097,0.0579,0.0271,0.0766,0.2308,0.028,0.0563,0.0642,0.0373,0.0585,0.2939,0.0587,0.1449,0.0205,0.2298,0.4368,0.3633,0.07,0.1783,0.0057
1289,0.053,0.0979,0.0334,0.1225,0.0403,0.2135,0,0.0156,0.0411,0.0239,0.0564,0.2516,0.0278,0.0468,0.087,0.0405,0.0424,0.2833,0.0487,0.2365,0.0167,0.192,0.4848,0.3701,0.1006,0.1961,0.0078
1290,0.0499,0.144,0.0364,0.1422,0.0431,0.2059,0,0.0251,0.0306,0.0282,0.0354,0.2548,0.0257,0.0447,0.1081,0.0551,0.0321,0.2588,0.0457,0.2358,0.0152,0.1748,0.4633,0.3384,0.1496,0.1778,0.0092
1291,0.0447,0.2279,0.0376,0.1268,0.0574,0.205,0,0.0431,0.0212,0.0333,0.0222,0.242,0.0216,0.0484,0.2062,0.0766,0.0274,0.2386,0.0518,0.3249,0.0114,0.1723,0.4244,0.307,0.2518,0.148,0.0094
1292,0.0475,0.3435,0.0379,0.1212,0.0853,0.2041,0,0.0733,0.0165,0.0344,0.0168,0.2143,0.0198,0.044,0.2747,0.106,0.0273,0.1887,0.0656,0.2918,0.0174,0.1901,0.3258,0.2444,0.4104,0.1046,0.0022
1293,0.053,0.4225,0.0281,0.1001,0.1228,0.14,0,0.1023,0.0136,0.0404,0.0168,0.1576,0.019,0.0401,0.2688,0.1385,0.0279,0.1272,0.0725,0.1797,0.0148,0.2228,0.2052,0.1349,0.5173,0.0559,0.0018
1294,0.042,0.418,0.0205,0.0884,0.1053,0.0643,0,0.1154,0.0045,0.0255,0.0118,0.0733,0.018,0.03,0.1674,0.141,0.0195,0.0291,0.0559,0.1059,0.0172,0.26,0.0647,0.032,0.4701,0.0139,0.004
1295,0.04,0.3935,0.0166,0.0787,0.1048,0.0646,0,0.1302,0.0016,0.0298,0.0162,0.0346,0.0114,0.0241,0.1219,0.1468,0.026,0.0137,0.0583,0.0582,0.0175,0.161,0.0347,0.0109,0.4447,0.0083,0.0128
1296,0.0254,0.3651,0.0232,0.1071,0.1098,0.0506,0,0.1117,0.0026,0.0181,0.0238,0.0457,0.0121,0.0208,0.1175,0.1698,0.0286,0.0309,0.0596,0.0591,0.0238,0.2088,0.0529,0.0225,0.3851,0.0083,0.0147
1297,0.0475,0.2569,0.0279,0.1131,0.1081,0.0569,0,0.0834,0.0034,0.0167,0.0275,0.0587,0.0119,0.0231,0.1202,0.1438,0.0278,0.0356,0.0531,0.0759,0.0399,0.2757,0.0998,0.0308,0.2819,0.0091,0.0125
1298,0.065,0.1747,0.0343,0.1168,0.1082,0.0529,0,0.0569,0.0029,0.0143,0.0284,0.0692,0.0122,0.0234,0.0993,0.1118,0.0299,0.0384,0.046,0.0753,0.0544,0.2988,0.143,0.0505,0.208,0.011,0.0116
1299,0.0944,0.1285,0.0367,0.1245,0.0977,0.0456,0,0.0353,0.0025,0.0134,0.0247,0.0787,0.0117,0.0225,0.0832,0.0964,0.0278,0.0549,0.0428,0.0719,0.0773,0.2961,0.1811,0.0882,0.1551,0.0124,0.0124
1300,0.1393,0.0872,0.036,0.1159,0.0779,0.0356,0,0.0251,0.0032,0.0108,0.0199,0.0884,0.0158,0.0222,0.0682,0.0835,0.02,0.0697,0.0429,0.0598,0.0873,0.2669,0.2423,0.1031,0.1303,0.0148,0.0115
1301,0.1436,0.046,0.0326,0.1146,0.0629,0.0313,0,0.0227,0.0033,0.0081,0.0161,0.1096,0.0214,0.0207,0.0616,0.0677,0.0148,0.0785,0.0413,0.0544,0.0871,0.2418,0.2875,0.113,0.0767,0.0216,0.0107
1302,0.1464,0.0301,0.0311,0.104,0.0424,0.0328,0,0.0244,0.0041,0.0049,0.0133,0.1267,0.024,0.02,0.0446,0.0498,0.0173,0.0865,0.0396,0.048,0.0829,0.2286,0.3074,0.1351,0.047,0.0266,0.0101
1303,0.1386,0.0169,0.0318,0.1106,0.0295,0.0262,0,0.0279,0.0044,0.0047,0.0124,0.1288,0.0245,0.0205,0.0211,0.0235,0.0206,0.1001,0.0405,0.0295,0.0785,0.2198,0.3265,0.1748,0.0275,0.0283,0.01
1304,0.122,0.006,0.0308,0.1034,0.0214,0.0222,0,0.033,0.0052,0.007,0.0129,0.1289,0.0225,0.022,0.0099,0.0075,0.0221,0.1084,0.0443,0.0183,0.0635,0.2155,0.3448,0.205,0.015,0.0266,0.0078
1305,0.1021,0.0025,0.032,0.0894,0.0154,0.0204,0,0.0399,0.0089,0.0101,0.0134,0.1227,0.0221,0.0227,0.0081,0.0031,0.0172,0.1151,0.0474,0.0132,0.0525,0.2147,0.3971,0.2249,0.0097,0.0249,0.0051
1306,0.0765,0.0024,0.0326,0.0789,0.0126,0.0237,0,0.0476,0.0105,0.0092,0.0131,0.1259,0.0217,0.0231,0.0081,0.0025,0.0126,0.1146,0.0507,0.0154,0.0402,0.2129,0.4084,0.2373,0.0103,0.0243,0.0054
